"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2013-09-30,"Lantana","FL","Miami-Fort Lauderdale","Palm Beach",3904,1350,0.00746268656716418,0.016566265060241,0.0127531882970743,3930
2013-09-30,"Maynard","MA","Boston","Middlesex",3905,1895,-0.00158061116965227,-0.005249343832021,-0.0272073921971253,3097
2013-09-30,"Columbia","PA","Lancaster","Lancaster",3906,916,0,-0.00542888165038002,0.0166481687014428,2948
2013-09-30,"Collinsville","OK","Tulsa","Tulsa",3907,1073,0.00186741363211951,0.00751173708920188,0.107327141382869,4247
2013-09-30,"Wells Branch","TX","Austin","Travis",3908,1412,0.0021291696238467,0.0158273381294964,0.0584707646176912,2049
2013-09-30,"Emmett Township","MI","Battle Creek","Calhoun",3909,888,-0.00112485939257593,-0.0241758241758242,0.0869033047735618,3210
2013-09-30,"Linthicum Heights","MD","Baltimore","Anne Arundel",3910,1794,0.00391717963066592,0.00560538116591928,0.00956668542487338,3735
2013-09-30,"Somers","CT","Hartford","Tolland",3911,1710,-0.0183696900114811,-0.0178058587018955,-0.0923566878980892,2527
2013-09-30,"Harrison Township","PA","Pittsburgh","Allegheny",3912,1059,0.0056980056980057,0.0872689938398357,0.17797552836485,4030
2013-09-30,"Town of Raymond","NH","Boston","Rockingham",3913,1615,-0.0146430750457596,-0.0369707811568277,-0.0212121212121212,3154
2013-09-30,"Bethlehem","GA","Atlanta","Barrow",3914,1039,0.0126705653021443,0.0328031809145129,-0.00478927203065134,3796
2013-09-30,"Marksville","LA",,"Avoyelles",3915,1199,-0.0164068908941756,-0.0252032520325203,-0.0115416323165705,2290
2013-09-30,"East Whiteland Township","PA","Philadelphia","Chester",3916,1985,0.00608210846426761,0.00404653515427415,-0.00301356102461075,2589
2013-09-30,"West Deer Township","PA","Pittsburgh","Allegheny",3917,1483,-0.00868983957219251,0.010906612133606,0.0801165331391114,3585
2013-09-30,"Essex","VT","Burlington","Chittenden",3918,1351,0.00595681310498883,0.0150262960180316,0.174782608695652,3191
2013-09-30,"Belfair","WA","Shelton","Mason",3919,1107,0.0146654445462878,0.0174632352941176,0.025,2982
2013-09-30,"Stallings","NC","Charlotte","Union",3920,1344,0.000744601638123604,0.00523560209424084,0.000744601638123604,5424
2013-09-30,"De Queen","AR",,"Sevier",3921,787,0,-0.00253485424588086,0,1677
2013-09-30,"Saint Pete Beach","FL","Tampa","Pinellas",3922,1775,0.0056657223796034,0.0154462242562929,-0.0446716899892357,7461
2013-09-30,"La Riviera","CA","Sacramento","Sacramento",3923,1302,0.0023094688221709,0.00308166409861325,0.00773993808049536,3235
2013-09-30,"Mt Pleasant Township","PA","Pittsburgh","Westmoreland",3924,842,-0.0243337195828505,-0.0140515222482436,-0.0140515222482436,2322
2013-09-30,"Watervliet","NY","Albany","Albany",3925,1140,0.0391978122151322,-0.05,-0.0387858347386172,1155
2013-09-30,"White City","OR","Medford","Jackson",3926,929,-0.0148462354188759,-0.0402892561983471,-0.00535331905781585,1610
2013-09-30,"Town of Red Hook","NY","Poughkeepsie","Dutchess",3927,1740,-0.0102389078498294,-0.0252100840336134,0.00986651189785258,2637
2013-09-30,"Clarksville","MD","Baltimore","Howard",3928,3273,0.00398773006134969,0.00398773006134969,-0.00727934485896269,3304
2013-09-30,"La Pine","OR","Bend","Deschutes",3929,920,0.0244988864142539,0.0302351623740202,0.0267857142857143,3799
2013-09-30,"Estacada","OR","Portland","Clackamas",3930,1357,0.00369822485207101,0.00742390497401633,0.0104244229337305,3635
2013-09-30,"Fairmount","NY","Syracuse","Onondaga",3931,1233,-0.00403877221324717,0.00570962479608483,0.00817661488143908,3741
2013-09-30,"Harpers Ferry","WV","Washington","Jefferson",3932,1296,-0.00613496932515337,-0.0226244343891403,-0.029940119760479,3320
2013-09-30,"Monmouth","OR","Salem","Polk",3933,1103,-0.0027124773960217,-0.00630630630630631,0.00546946216955333,1962
2013-09-30,"West Haven","UT","Ogden","Weber",3934,1333,0.0198928844682479,0.0724054706355591,0.136402387041773,2659
2013-09-30,"Dos Palos","CA","Merced","Merced",3935,895,-0.00334075723830735,-0.00334075723830735,0.021689497716895,2054
2013-09-30,"Marlton","NJ","Philadelphia","Burlington",3936,1785,-0.00667779632721202,-0.0154440154440154,0.00676818950930626,3261
2013-09-30,"Ellisville","MO","St. Louis","Saint Louis",3937,1506,0.00534045393858478,0.0175675675675676,-0.00725115359261701,3464
2013-09-30,"Winnsboro","TX",,"Wood",3938,1134,0.0161290322580645,0.0125,0.05,1180
2013-09-30,"Spencer","WV",,"Roane",3939,920,0.00766703176341731,0.0337078651685393,-0.00325027085590466,3329
2013-09-30,"Shasta Lake","CA","Redding","Shasta",3940,1033,0.0476673427991886,0.0497967479674797,0.0476673427991886,3106
2013-09-30,"Northampton","PA","Allentown","Northampton",3941,1197,0.000836120401337793,0,-0.0196560196560197,3383
2013-09-30,"Waynesboro","PA","Chambersburg","Franklin",3942,910,0.00886917960088692,0.0447761194029851,0.0846245530393325,2431
2013-09-30,"Owings","MD","Washington","Calvert",3943,2044,0.00196078431372549,0.0194513715710723,-0.00535279805352798,2817
2013-09-30,"Archer","FL","Gainesville","Alachua",3944,1126,0.00805729632945389,0.0245677888989991,-0.00265721877767936,1360
2013-09-30,"Rostraver Township","PA","Pittsburgh","Westmoreland",3945,866,-0.0214689265536723,-0.00230414746543779,-0.0114155251141552,2645
2013-09-30,"Plainfield","CT","Willimantic","Windham",3946,1349,-0.00148038490007402,-0.00808823529411765,0.0289855072463768,2863
2013-09-30,"Satellite Beach","FL","Melbourne","Brevard",3947,1532,0.00657030223390276,0.0145695364238411,0.0750877192982456,4331
2013-09-30,"Shiloh","OH","Dayton","Montgomery",3948,756,0.00531914893617021,0.0134048257372654,-0.0232558139534884,3402
2013-09-30,"Weston","CT","Stamford","Fairfield",3949,3948,-0.00629247420085578,-0.0176660860910674,0.010752688172043,3474
2013-09-30,"Liberty Hill","TX","Austin","Williamson",3950,1495,0.00133958472873409,0.0135593220338983,0.00741239892183288,3462
2013-09-30,"Ontario","NY","Rochester","Wayne",3951,1556,0.0103896103896104,0.0456989247311828,0.0338870431893688,2997
2013-09-30,"Canyon Rim","UT","Salt Lake City","Salt Lake",3952,1506,0.00534045393858478,0.0458333333333333,0.118870728083209,3465
2013-09-30,"Lindon","UT","Provo","Utah",3953,1716,-0.028312570781427,-0.0529801324503311,0.0444309190505173,2319
2013-09-30,"Cape Canaveral","FL","Melbourne","Brevard",3954,1145,0.0123784261715296,0.0324616771866546,0.0428051001821494,6377
2013-09-30,"Kilgore","TX","Longview","Gregg",3955,1022,0.0837751855779427,0.0977443609022556,-0.00389863547758285,4135
2013-09-30,"Marysville","MI","Detroit","Saint Clair",3956,877,0.0115340253748558,0.0721271393643032,0.178763440860215,3805
2013-09-30,"North Manchester","IN","Wabash","Wabash",3957,832,0.0109356014580802,0.0158730158730159,-0.0130486358244365,2480
2013-09-30,"Plains","PA","Scranton","Luzerne",3958,783,0.0103225806451613,-0.0345252774352651,-0.00508259212198221,3241
2013-09-30,"Fort Mc Coy","FL","Ocala","Marion",3959,716,0.00561797752808989,-0.0124137931034483,0.0331890331890332,2257
2013-09-30,"Town of Ware","MA","Springfield","Hampshire",3960,1459,0.075165806927045,0.118865030674847,0.0488856937455068,2643
2013-09-30,"Jamestown","CA","Phoenix Lake","Tuolumne",3961,1243,-0.00400641025641026,-0.000803858520900322,-0.02356637863315,1030
2013-09-30,"Town of Lunenburg","MA","Worcester","Worcester",3962,1547,0.0137614678899083,0.0313333333333333,0.038255033557047,3667
2013-09-30,"Town of Hanson","MA","Boston","Plymouth",3963,1709,0.00470311581422693,0.0172619047619048,0.0628109452736318,3187
2013-09-30,"Myrtle Creek","OR","Roseburg","Douglas",3964,778,-0.0101781170483461,-0.0477356181150551,-0.03831891223733,2986
2013-09-30,"Richmond","MI","Detroit","Macomb",3965,1147,-0.00347523892267593,0.0123565754633716,-0.00606585788561525,3182
2013-09-30,"Woodbury","CT","Torrington","Litchfield",3966,1690,0.0168471720818291,0.0444993819530284,-0.0191526407428903,2875
2013-09-30,"Town of Winchendon","MA","Worcester","Worcester",3967,1237,0.0164338537387017,0.0106209150326797,0.0181069958847737,2913
2013-09-30,"Nicholls","GA","Douglas","Coffee",3968,868,0.00930232558139535,-0.0301675977653631,-0.0068649885583524,1127
2013-09-30,"Nashville","AR",,"Howard",3969,798,-0.0025,-0.0123762376237624,-0.00746268656716418,2685
2013-09-30,"Hewitt","TX","Waco","McLennan",3970,1184,0.0224525043177893,-0.00504201680672269,0.0198105081826012,3998
2013-09-30,"Webster","FL","Tampa","Hernando",3971,974,0.00515995872033024,0.0114226375908619,0.0786267995570321,1272
2013-09-30,"Clinton","OK",,"Custer",3972,799,0.00629722921914358,0.0230473751600512,0.049934296977661,3018
2013-09-30,"Creswell","OR","Eugene","Lane",3973,1105,0.00821167883211679,0.00272232304900181,0.00454545454545455,3235
2013-09-30,"Douglas","WY",,"Converse",3974,1376,-0.0114942528735632,0.0177514792899408,0.152428810720268,1604
2013-09-30,"Bowie","TX",,"Montague",3975,1076,0.0189393939393939,0.0218423551756885,0.066402378592666,1918
2013-09-30,"Flat Rock","MI","Detroit","Wayne",3976,988,0.00816326530612245,0.0646551724137931,-0.012987012987013,2971
2013-09-30,"North Codorus Township","PA","York","York",3977,1249,0.000801282051282051,0.0179299103504482,0.0339403973509934,2882
2013-09-30,"Joshua Tree","CA","Riverside","San Bernardino",3978,862,0.00232558139534884,0.0058343057176196,-0.00346820809248555,4530
2013-09-30,"Nokesville","VA","Washington","Prince William",3979,2131,0.00566304860783389,0.00756501182033097,-0.0120537783959203,2904
2013-09-30,"Newton Falls","OH","Youngstown","Trumbull",3980,734,0.0222841225626741,0.0124137931034483,-0.0825,3183
2013-09-30,"Indian Head","MD","Washington","Charles",3981,1499,0.0169606512890095,0.0380886426592798,0.00739247311827957,3239
2013-09-30,"Eatonville","WA","Seattle","Pierce",3982,1494,0.0053835800807537,0.0190995907230559,0.0498945888966971,2866
2013-09-30,"Robinson","TX","Waco","McLennan",3983,1189,0.0188517566409597,0,0.0241171403962102,3481
2013-09-30,"Shalimar","FL","Destin","Okaloosa",3984,1339,-0.0139911634756996,-0.0147167034584253,0.0159332321699545,4047
2013-09-30,"Orange","VA",,"Orange",3985,1156,0.0167106420404573,0.039568345323741,0.109404990403071,5730
2013-09-30,"Saint James","MO","Rolla","Phelps",3986,670,-0.0014903129657228,-0.0655509065550907,-0.187878787878788,1961
2013-09-30,"Denison","IA",,"Crawford",3987,834,-0.061867266591676,-0.0794701986754967,-0.0650224215246637,2500
2013-09-30,"North Lebanon","PA","Lebanon","Lebanon",3988,1212,-0.00410846343467543,0.000825763831544178,0.0193439865433137,2372
2013-09-30,"Jefferson","TX",,"Marion",3989,1126,0.0107719928186715,0.0035650623885918,-0.0309810671256454,2180
2013-09-30,"Gate City","VA","Kingsport","Scott",3990,909,0.0145089285714286,-0.0021953896816685,0.0448275862068966,4136
2013-09-30,"New Market","AL","Huntsville","Madison",3991,943,0.00425985090521832,0.00533049040511727,-0.0338114754098361,3580
2013-09-30,"North Fair Oaks","CA","San Francisco","San Mateo",3992,2582,0,0.0185404339250493,0.0415490116982654,1159
2013-09-30,"Ridgeville","SC","Charleston","Dorchester",3993,1192,0.0161977834612106,0.075812274368231,0.133079847908745,2058
2013-09-30,"Benton City","WA","Kennewick","Benton",3994,1116,0,-0.0337662337662338,-0.000895255147717099,563
2013-09-30,"Milford Township","PA","Philadelphia","Bucks",3995,1598,-0.00249687890137328,0.0237027546444587,0.0178343949044586,3185
2013-09-30,"Jacinto City","TX","Houston","Harris",3996,999,0.013184584178499,0.0438871473354232,0.0776699029126214,2563
2013-09-30,"Bernalillo","NM","Albuquerque","Sandoval",3997,1329,-0.00968703427719821,-0.0104244229337305,0.044811320754717,2432
2013-09-30,"Rockwell","NC","Salisbury","Rowan",3998,865,0.00581395348837209,-0.0046029919447641,0.0421686746987952,2164
2013-09-30,"Lamar","CO",,"Prowers",3999,980,-0.00608519269776876,-0.00608519269776876,-0.0648854961832061,1762
2013-09-30,"Sunset Hills","MO","St. Louis","Saint Louis",4000,1830,0.0189309576837416,0.0403638430926663,-0.00866738894907909,3452
2013-09-30,"Northbrook","OH","Cincinnati","Hamilton",4001,841,0.0035799522673031,0.00238379022646007,0.00960384153661465,3857
2013-09-30,"Campobello","SC","Spartanburg","Spartanburg",4002,1022,0.0108803165182987,0.0159045725646123,0.051440329218107,2194
2013-09-30,"South Yarmouth","MA","Cape Cod","Barnstable",4003,1447,-0.0102599179206566,0.042507204610951,0.0255138199858257,6746
2013-09-30,"Hackettstown","NJ","Allentown","Warren",4004,1698,-0.00235017626321974,-0.0492721164613662,-0.0412196499153021,2396
2013-09-30,"Corte Madera","CA","San Francisco","Marin",4005,3772,-0.0120481927710843,0.015343203230148,0.0926998841251448,3130
2013-09-30,"Bumpass","VA","Richmond","Louisa",4006,1360,-0.00293255131964809,0.00740740740740741,0.0445468509984639,4273
2013-09-30,"Centreville","MD","Baltimore","Queen Annes",4007,1854,0.00815660685154975,0.0136686714051394,0.0486425339366516,3703
2013-09-30,"Summerfield","NC","Greensboro","Guilford",4008,1707,-0.00466472303206997,-0.0178365937859609,-0.00813480534572923,4351
2013-09-30,"Chesapeake Beach","MD","Washington","Calvert",4009,1788,-0.0044543429844098,0.0090293453724605,0.0101694915254237,4209
2013-09-30,"Stayton","OR","Salem","Marion",4010,1133,0.00800711743772242,0.0125111706881144,0.0198019801980198,2381
2013-09-30,"New Garden Township","PA","Philadelphia","Chester",4011,2385,0.000419463087248322,-0.0095514950166113,-0.0281173594132029,1403
2013-09-30,"Beverly Hills","MI","Detroit","Oakland",4012,2111,0.00332699619771863,0.0139289145052834,0.0694022289766971,3988
2013-09-30,"Minden","NV","Gardnerville Ranchos","Douglas",4013,1408,0.00931899641577061,0.024745269286754,0.0437361008154188,4323
2013-09-30,"Brigantine","NJ","Atlantic City","Atlantic",4014,1600,0.0126582278481013,0.0107391029690461,0.127554615926709,8606
2013-09-30,"Perryton","TX",,"Ochiltree",4015,1003,-0.00397219463753724,-0.0195503421309873,-0.0137659783677483,1819
2013-09-30,"Town of East Hampton","CT","Hartford","Middlesex",4016,1451,-0.00068870523415978,-0.0235531628532974,-0.0565669700910273,3347
2013-09-30,"Pollock Pines","CA","Sacramento","El Dorado",4017,1281,0.0150554675118859,0.0289156626506024,0.0190930787589499,3131
2013-09-30,"Grain Valley","MO","Kansas City","Jackson",4018,1122,0,0.0255941499085923,-0.0251954821894005,3520
2013-09-30,"Bristol","IN","Elkhart","Elkhart",4019,999,0.0537974683544304,0.102649006622517,0.0162767039674466,2628
2013-09-30,"Beecher","MI","Flint","Genesee",4020,532,-0.00560747663551402,-0.0238532110091743,0,2826
2013-09-30,"Flat Rock","NC","Asheville","Henderson",4021,1287,0.00311769290724864,0.0141843971631206,0.0833333333333333,3195
2013-09-30,"Country Club","CA","Stockton","San Joaquin",4022,1020,-0.0048780487804878,-0.0116279069767442,0.018981018981019,3267
2013-09-30,"Princeton","NC","Raleigh","Johnston",4023,913,0.0110741971207087,0.0167037861915367,0.0178372352285396,1647
2013-09-30,"Arden Hills","MN","Minneapolis-St Paul","Ramsey",4024,1657,-0.0113365155131265,-0.0048048048048048,0.0241038318912237,2508
2013-09-30,"Glocester","RI","Providence","Providence",4025,1490,0.0219478737997256,-0.000670690811535882,0.0412299091544375,3345
2013-09-30,"Discovery Bay","CA","San Francisco","Contra Costa",4026,2160,-0.0013869625520111,0.00699300699300699,-0.0118938700823422,4390
2013-09-30,"Troutman","NC","Statesville","Iredell",4027,988,0.00304568527918782,0.00713557594291539,0.0345549738219895,5131
2013-09-30,"Vail","CO","Edwards","Eagle",4028,2411,0.00332917186849771,0.0505446623093682,0.220141700404858,8380
2013-09-30,"Crookston","MN","Grand Forks","Polk",4029,1100,-0.0178571428571429,-0.0418118466898955,0.0700389105058366,2744
2013-09-30,"Iuka","MS",,"Tishomingo",4030,1040,0.0206084396467125,0.0677618069815195,0.0547667342799189,2318
2013-09-30,"Snowflake","AZ","Show Low","Navajo",4031,962,0.00627615062761506,-0.0193679918450561,-0.0183673469387755,2684
2013-09-30,"Lyons","IL","Chicago","Cook",4032,1430,0.00775193798449612,0.00917431192660551,0.0695587135377711,2938
2013-09-30,"Elma","WA","Aberdeen","Grays Harbor",4033,856,0.019047619047619,0.00824499411071849,-0.0715835140997831,2187
2013-09-30,"Citra","FL","Ocala","Marion",4034,874,-0.00455580865603645,0.00575373993095512,0.00229357798165138,945
2013-09-30,"Worcester","PA","Philadelphia","Montgomery",4035,2365,-0.000422654268808115,-0.00462962962962963,0.0193965517241379,3010
2013-09-30,"Alma","GA",,"Bacon",4036,879,0,-0.00340136054421769,-0.017877094972067,2007
2013-09-30,"Cayce","SC","Columbia","Lexington",4037,899,0.0181200453001133,0.0215909090909091,0.0417149478563152,4170
2013-09-30,"Palos Park","IL","Chicago","Cook",4038,2109,0.0163855421686747,0.0129682997118156,-0.0422343324250681,3680
2013-09-30,"Aldie","VA","Washington","Loudoun",4039,2353,-0.00465313028764805,-0.00968013468013468,-0.000424808836023789,4046
2013-09-30,"Brooklyn","MI","Jackson","Jackson",4040,812,-0.00975609756097561,-0.0145631067961165,-0.0275449101796407,4129
2013-09-30,"Worth","IL","Chicago","Cook",4041,1460,0.00205902539464653,0.00550964187327824,0.0672514619883041,3614
2013-09-30,"Hazle Township","PA","Scranton","Luzerne",4042,765,-0.0204865556978233,-0.0738498789346247,-0.121699196326062,3475
2013-09-30,"Town of Catskill","NY",,"Greene",4043,1670,0.0127349909035779,0.0245398773006135,0.0556257901390645,2609
2013-09-30,"Frankford","DE","Seaford","Sussex",4044,1216,0.015025041736227,0.0033003300330033,0.00495867768595041,1818
2013-09-30,"Earlimart","CA","Visalia","Tulare",4045,985,0.00818833162743091,0.0154639175257732,0.0133744855967078,1410
2013-09-30,"Benton Harbor","MI","Niles","Berrien",4046,632,0.0309951060358891,-0.069219440353461,-0.0246913580246914,1102
2013-09-30,"Jordan","MN","Minneapolis-St Paul","Scott",4047,1602,0.00125,0.0203821656050955,0.0262652146060218,2933
2013-09-30,"Minnehaha","WA","Portland","Clark",4048,1330,0.00150602409638554,0.0199386503067485,0.0769230769230769,3250
2013-09-30,"Bee Ridge","FL","Sarasota","Sarasota",4049,1774,-0.0284775465498357,-0.00281056773468241,0.078419452887538,4096
2013-09-30,"Penn Valley","CA","Truckee","Nevada",4050,1576,0.0141570141570142,0.05700871898055,0.0952050034746352,4083
2013-09-30,"Bunnell","FL","Palm Coast","Flagler",4051,906,0.015695067264574,0.0260475651189128,0.0342465753424658,1123
2013-09-30,"Greenfield","OH",,"Highland",4052,783,0.00256081946222791,-0.00508259212198221,0.0221932114882506,2326
2013-09-30,"East Stroudsburg","PA","East Stroudsburg","Monroe",4053,1227,-0.00728155339805825,0.0216486261448793,0.0433673469387755,2230
2013-09-30,"Pinehurst","NC","Southern Pines","Moore",4054,1448,0.00905923344947735,-0.0136239782016349,-0.0372340425531915,4933
2013-09-30,"Arkansas City","KS","Winfield","Cowley",4055,679,-0.00147058823529412,-0.0102040816326531,-0.023021582733813,4558
2013-09-30,"Smithville","MO","Kansas City","Clay",4056,1201,-0.000831946755407654,-0.0123355263157895,-0.0131470829909614,4431
2013-09-30,"Floral City","FL","Homosassa Springs","Citrus",4057,889,0.0533175355450237,0.119647355163728,0.1426735218509,2573
2013-09-30,"West Terre Haute","IN","Terre Haute","Vigo",4058,770,-0.00645161290322581,0.0739191073919107,0.0363391655450875,2984
2013-09-30,"Wells","ME","Portland","York",4059,1240,-0.024390243902439,-0.0320062451209992,-0.137091162143354,7240
2013-09-30,"Bridgeville","DE","Seaford","Sussex",4060,1213,0.0108333333333333,0.0341005967604433,0.00831255195344971,2166
2013-09-30,"Grimes","IA","Des Moines","Polk",4061,1475,-0.0020297699594046,0.005453306066803,0.0424028268551237,3433
2013-09-30,"Stevensville","MT",,"Ravalli",4062,931,-0.00214362272240086,0,0.00323275862068966,555
2013-09-30,"Inverness","IL","Chicago","Cook",4063,2765,0.0180412371134021,0.0541364849409074,0.031331592689295,2724
2013-09-30,"Thornville","OH","Columbus","Fairfield",4064,1008,0.0285714285714286,0.0478170478170478,0.0968443960826986,2231
2013-09-30,"Boonsboro","MD","Hagerstown","Washington",4065,1293,0.0335731414868106,0.0311004784688995,0.00936768149882904,3415
2013-09-30,"Rolling Hills Estates","CA","Los Angeles","Los Angeles",4066,3810,0.00847008999470619,0.0389964548677393,-0.00131061598951507,3109
2013-09-30,"Hamilton","AL",,"Marion",4067,808,0.00873907615480649,0.0266836086404066,0.00873907615480649,2866
2013-09-30,"Sienna Plantation","TX","Houston","Fort Bend",4068,2484,-0.00120627261761158,0.00648298217179903,0.00975609756097561,4278
2013-09-30,"River Grove","IL","Chicago","Cook",4069,1450,0.00207325501036628,-0.00412087912087912,0.056081573197378,2833
2013-09-30,"Grafton","WV","Clarksburg","Taylor",4070,933,0.019672131147541,0.048314606741573,0.0241492864983535,4283
2013-09-30,"East La Mirada","CA","Los Angeles","Los Angeles",4071,2183,0.00971322849213691,0.00878003696857671,0.0336174242424242,2393
2013-09-30,"Minerva","OH","Canton","Stark",4072,845,0.0119760479041916,0.00715137067938021,0.0193003618817853,2788
2013-09-30,"Mt Holly Township","NJ","Philadelphia","Burlington",4073,1541,-0.0109114249037227,0,0.0144832126398947,3328
2013-09-30,"Williamsport","MD","Hagerstown","Washington",4074,1203,0.0134793597304128,0.00669456066945607,-0.0016597510373444,2914
2013-09-30,"Soquel","CA","Santa Cruz","Santa Cruz",4075,2215,-0.0319055944055944,-0.0369565217391304,-0.0212107821475917,1736
2013-09-30,"Lakewood Park","FL","Port St. Lucie","Saint Lucie",4076,1032,0.000969932104752667,0.0078125,0.0167487684729064,4197
2013-09-30,"Panthersville","GA","Atlanta","Dekalb",4077,896,0.00335946248600224,0.00448430493273543,-0.00333704115684093,2483
2013-09-30,"Georgetown","OH","Cincinnati","Brown",4078,879,0.00342465753424658,-0.0211581291759465,0.0693430656934307,1882
2013-09-30,"Livingston","TN","Cookeville","Overton",4079,846,0.00355871886120996,-0.00353356890459364,0.00594530321046373,3437
2013-09-30,"Comstock Park","MI","Grand Rapids","Kent",4080,944,0,-0.0975143403441682,-0.100952380952381,2145
2013-09-30,"Litchfield Park","AZ","Phoenix","Maricopa",4081,1203,-0.000830564784053156,0.00166527893422148,-0.0131255127153404,4221
2013-09-30,"Salisbury Township","PA","Lancaster","Lancaster",4082,1164,0.0104166666666667,0.0337477797513321,0.0104166666666667,1533
2013-09-30,"Tunnel Hill","GA","Dalton","Whitfield",4083,910,0.00552486187845304,-0.00328587075575027,0.019036954087346,2642
2013-09-30,"Chubbuck","ID","Pocatello","Bannock",4084,971,0.00935550935550936,0.0114583333333333,0.0800889877641824,2894
2013-09-30,"Christmas","FL","Orlando","Orange",4085,1269,0.00954653937947494,0.0152,0.0435855263157895,477
2013-09-30,"Waterford","CA","Modesto","Stanislaus",4086,1051,0.00478011472275335,0.00960614793467819,0.0193986420950533,2054
2013-09-30,"Wolfforth","TX","Lubbock","Lubbock",4087,1219,-0.00732899022801303,-0.0193081255028158,0.0365646258503401,1297
2013-09-30,"Town of Pleasant Valley","NY","Poughkeepsie","Dutchess",4088,1725,0.00232423009877978,0.00583090379008746,-0.0198863636363636,2322
2013-09-30,"Jeannette","PA","Pittsburgh","Westmoreland",4089,748,-0.0183727034120735,-0.0446998722860792,-0.050761421319797,4198
2013-09-30,"Hulbert","OK","Tulsa","Wagoner",4090,815,-0.00488400488400488,0.0238693467336683,0.0448717948717949,2956
2013-09-30,"Smithsburg","MD","Hagerstown","Washington",4091,1265,0.00957701516360734,0.0136217948717949,0.0351882160392799,3211
2013-09-30,"Pleasant Grove","AL","Birmingham","Jefferson",4092,872,0.00925925925925926,0.0104287369640788,0.0430622009569378,3907
2013-09-30,"Fairview","NC","Asheville","Buncombe",4093,1431,0.0134560906515581,0.0265423242467719,0.0849128127369219,2919
2013-09-30,"Bandera","TX","San Antonio","Bandera",4094,1436,-0.00485100485100485,-0.00485100485100485,-0.00760193503800968,841
2013-09-30,"Willowbrook","IL","Chicago","Du Page",4095,1607,0.00500312695434647,-0.0037197768133912,0.0321130378933847,3810
2013-09-30,"Devine","TX","San Antonio","Medina",4096,950,-0.00210084033613445,-0.0286298568507157,0.0127931769722814,1863
2013-09-30,"Capitola","CA","Santa Cruz","Santa Cruz",4097,2106,-0.0154277699859748,-0.0204651162790698,0.0620272314674735,3015
2013-09-30,"Azle","TX","Dallas-Fort Worth","Tarrant",4098,1177,0.0120378331900258,0.0155306298533218,0.0379188712522046,3751
2013-09-30,"Hobe Sound","FL","Port St. Lucie","Martin",4099,1795,0.0327963176064442,0.0665478312537136,-0.00111296605453534,3927
2013-09-30,"York","NE",,"York",4100,1011,-0.00492125984251968,-0.00492125984251968,0.0687103594080338,2333
2013-09-30,"Clarion Township","PA",,"Clarion",4101,1021,0.000980392156862745,-0.00777453838678328,-0.0859444941808415,1378
2013-09-30,"East Grand Forks","MN","Grand Forks","Polk",4102,1221,0.00164068908941756,0.00992555831265509,0.0824468085106383,2794
2013-09-30,"Raynham","MA","Providence","Bristol",4103,1690,0.0349050826699326,0.0595611285266458,0.0248635536688902,2730
2013-09-30,"Imlay City","MI","Detroit","Lapeer",4104,935,0.0119047619047619,0.0108108108108108,0.00971922246220302,2798
2013-09-30,"Hampton Township","MI","Bay City","Bay",4105,863,-0.00115740740740741,-0.0680345572354212,-0.105699481865285,2707
2013-09-30,"Willoughby Hills","OH","Cleveland","Lake",4106,1472,-0.00473292765382015,-0.029023746701847,0.0293706293706294,2482
2013-09-30,"Bluffdale","UT","Salt Lake City","Salt Lake",4107,1883,0.00426666666666667,-0.038795303726391,-0.0110294117647059,1873
2013-09-30,"Moyock","NC","Virginia Beach","Currituck",4108,1248,-0.0071599045346062,0.0461022632020117,-0.0227094753328113,2940
2013-09-30,"Bloomingdale","GA","Savannah","Chatham",4109,1145,0.0105913503971756,0.0259856630824373,0.0390199637023593,1891
2013-09-30,"Warren","PA","Warren","Warren",4110,991,0.00101010101010101,-0.00800800800800801,-0.0359922178988327,2683
2013-09-30,"Claremont","NC","Hickory","Catawba",4111,891,0.00337837837837838,0.0148063781321185,0.0194508009153318,5490
2013-09-30,"Gering","NE","Scottsbluff","Scotts Bluff",4112,1032,-0.00959692898272553,-0.04,0.030969030969031,2771
2013-09-30,"Pine Castle","FL","Orlando","Orange",4113,1140,0.00884955752212389,0.0142348754448399,0.043956043956044,2232
2013-09-30,"Shiloh","PA","York","York",4114,1261,-0.000792393026941363,0.018578352180937,0.0302287581699346,3764
2013-09-30,"Travilah","MD","Washington","Montgomery",4115,4895,0.00492711968794909,0.0372960372960373,0.0212810348424786,3113
2013-09-30,"Huntington","TX","Lufkin","Angelina",4116,924,0.0440677966101695,0.03125,0.0417136414881623,1214
2013-09-30,"Brentwood","PA","Pittsburgh","Allegheny",4117,881,0.00456100342075257,-0.0200222469410456,-0.0667372881355932,3177
2013-09-30,"Morrilton","AR",,"Conway",4118,804,0.0100502512562814,0.0125944584382872,0.029449423815621,2531
2013-09-30,"Gilbert","SC","Columbia","Lexington",4119,1000,0.00603621730382294,-0.0224828934506354,-0.0272373540856031,2243
2013-09-30,"Sullivan","IN","Terre Haute","Sullivan",4120,730,0.00274725274725275,0.00550964187327824,-0.00136798905608755,2417
2013-09-30,"Stuarts Draft","VA","Staunton","Augusta",4121,1287,0.00155642023346304,0.0141843971631206,0.0653973509933775,3270
2013-09-30,"Hillside","IL","Chicago","Cook",4122,1426,-0.00209937018894332,0.00564174894217207,0.086890243902439,2764
