"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2013-09-30,"San Bruno","CA","San Francisco","San Mateo",1129,2741,0.00109569028487947,-0.0179147259046937,0.0422053231939164,11530
2013-09-30,"Kankakee","IL","Kankakee","Kankakee",1130,1320,0.0068649885583524,0.0200927357032458,0.0240496508921645,10831
2013-09-30,"South Valley","NM","Albuquerque","Bernalillo",1131,1064,-0.00746268656716418,0.027027027027027,0.0330097087378641,11693
2013-09-30,"Addison","IL","Chicago","Du Page",1132,1627,0.00246457178065311,0.0080545229244114,0.00246457178065311,9981
2013-09-30,"Holyoke","MA","Springfield","Hampden",1133,1151,-0.000868055555555556,-0.0503300330033003,-0.19622905027933,5840
2013-09-30,"Bonney Lake","WA","Seattle","Pierce",1134,1607,0.00942211055276382,0.024219247928617,0.0408031088082902,12972
2013-09-30,"Bartlett","IL","Chicago","Du Page",1135,1821,0.00607734806629834,0.00942350332594235,0.0150501672240803,13220
2013-09-30,"Shelton","CT","Stamford","Fairfield",1136,1991,0.00251762336354481,-0.00599101347978033,-0.0216216216216216,12587
2013-09-30,"North Brunswick","NJ","New York","Middlesex",1137,1973,0.00356052899287894,0.0444679724722075,0.014917695473251,9681
2013-09-30,"New Berlin","WI","Milwaukee","Waukesha",1138,1618,0.0418544752092724,0.0837240455458808,0.0954637779282329,14159
2013-09-30,"Wylie","TX","Dallas-Fort Worth","Collin",1139,1454,0.00483759502418798,0.00762300762300762,0.0232230823363828,12009
2013-09-30,"Warren","OH","Youngstown","Trumbull",1140,643,-0.00464396284829721,0.0190174326465927,0.00625978090766823,14917
2013-09-30,"Kapolei","HI","Honolulu","Honolulu",1141,2449,0.00122649223221586,0.00948062654575433,0.0798059964726631,12065
2013-09-30,"Middle River","MD","Baltimore","Baltimore",1142,1551,-0.00894568690095847,-0.00894568690095847,-0.0281954887218045,11805
2013-09-30,"Moses Lake","WA","Moses Lake","Grant",1143,1010,-0.0184645286686103,-0.0408357075023742,-0.00883218842001963,9929
2013-09-30,"Kendall West","FL","Miami-Fort Lauderdale","Miami-Dade",1144,1436,0.00701262272089762,0.0220640569395018,0.0551065393093314,11426
2013-09-30,"Winter Haven","FL","Lakeland","Polk",1145,953,0.00421496311907271,-0.0010482180293501,0.0426695842450766,11040
2013-09-30,"Harvey","LA","New Orleans","Jefferson",1146,1205,-0.0179299103504482,-0.036,-0.00741350906095552,10756
2013-09-30,"Stevens Point","WI","Stevens Point","Portage",1147,979,0.00513347022587269,-0.0101112234580384,-0.0345167652859961,10276
2013-09-30,"Rockledge","FL","Melbourne","Brevard",1148,1289,0.00389408099688474,0.014162077104642,0.0574241181296144,15839
2013-09-30,"Streamwood","IL","Chicago","Cook",1149,1456,0.00483091787439614,0.0104094378903539,0.0489913544668588,13441
2013-09-30,"Beverly","MA","Boston","Essex",1150,1955,0.0077319587628866,0.00565843621399177,0.0246331236897275,9793
2013-09-30,"Winder","GA","Atlanta","Barrow",1151,976,0.00722394220846233,0.00102564102564103,-0.00813008130081301,11673
2013-09-30,"Bristol","TN","Kingsport","Sullivan",1152,840,0.00478468899521531,-0.0432801822323462,0.0714285714285714,13283
2013-09-30,"Bear","DE","Philadelphia","New Castle",1153,1496,0,0.00268096514745308,0.00944669365721997,13515
2013-09-30,"Jacksonville","AR","Little Rock","Pulaski",1154,889,-0.00112359550561798,-0.00224466891133558,0.032520325203252,10221
2013-09-30,"Germantown","TN","Memphis","Shelby",1155,1962,-0.00406091370558376,0.00358056265984655,0.0144777662874871,13886
2013-09-30,"Fort Pierce","FL","Port St. Lucie","Saint Lucie",1156,955,0.00209863588667366,0.00632244467860906,0.0369163952225842,13422
2013-09-30,"North Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",1157,1499,0.0101078167115903,0.0267123287671233,0.0402498265093685,11730
2013-09-30,"District Heights","MD","Washington","Prince Georges",1158,1716,0.00468384074941452,0.0123893805309735,0.00350877192982456,10162
2013-09-30,"Los Banos","CA","Merced","Merced",1159,1067,0.0152235965746908,0.0533070088845015,0.0471050049067713,10276
2013-09-30,"Sun City","AZ","Phoenix","Maricopa",1160,922,-0.00216450216450216,-0.00646551724137931,-0.00966702470461869,26446
2013-09-30,"Maplewood","MN","Minneapolis-St Paul","Ramsey",1161,1375,0.00364963503649635,0.0102865540044085,0.0253542132736764,11089
2013-09-30,"Hilton Head Island","SC","Hilton Head Island","Beaufort",1162,1492,-0.0177748518762344,-0.020997375328084,0.0142760027192386,33122
2013-09-30,"Pacifica","CA","San Francisco","San Mateo",1163,2752,0.00291545189504373,-0.00828828828828829,0.0523900573613767,11357
2013-09-30,"Prescott Valley","AZ","Prescott","Yavapai",1164,1092,0.0120481927710843,0.0591658583899127,0.129265770423992,11780
2013-09-30,"Taylors","SC","Greenville","Greenville",1165,1116,0.0127041742286751,0.047887323943662,0.119358074222668,12304
2013-09-30,"Crystal Lake","IL","Chicago","McHenry",1166,1551,0.00453367875647668,0.00258564964447317,0.0230870712401055,13727
2013-09-30,"Atlantic City","NJ","Atlantic City","Atlantic",1167,1348,-0.00589970501474926,-0.0196363636363636,0.0196671709531014,11191
2013-09-30,"Dublin","CA","San Francisco","Alameda",1168,2448,0.00948453608247423,0.0272765421737306,0.0515463917525773,13808
2013-09-30,"Tarpon Springs","FL","Tampa","Pinellas",1169,1409,0.00142146410803127,0.01294033069734,0.0452522255192878,14695
2013-09-30,"Oak Harbor","WA","Oak Harbor","Island",1170,1255,0.0104669887278583,0.0112812248186946,0.0236541598694943,10320
2013-09-30,"Lutherville Timonium","MD","Baltimore","Baltimore",1171,1943,0.0062143966856551,0.00257997936016512,-0.0122013218098627,14649
2013-09-30,"Franklin Township","NJ","New York","Somerset",1172,2042,0.000980392156862745,0.0256152687091914,0.00989119683481701,12776
2013-09-30,"Merrillville","IN","Chicago","Lake",1173,1204,-0.0187449062754686,0.0317052270779777,0.056140350877193,10809
2013-09-30,"Evans","GA","Augusta","Columbia",1174,1418,0.0194104960460101,0.028281363306744,0.0106913756236636,11759
2013-09-30,"Ceres","CA","Modesto","Stanislaus",1175,1111,0.00542986425339366,-0.00448028673835125,-0.00179694519317161,8850
2013-09-30,"Fairborn","OH","Dayton","Greene",1176,807,0.0049813200498132,-0.0037037037037037,-0.0777142857142857,10795
2013-09-30,"Palestine","TX","Palestine","Anderson",1177,986,0.01440329218107,-0.00804828973843058,-0.00303336703741153,6648
2013-09-30,"Nottingham","MD","Baltimore","Baltimore",1178,1672,0.00239808153477218,0.0151791135397693,0.0151791135397693,13120
2013-09-30,"Glen Ellyn","IL","Chicago","Du Page",1179,2066,0.00193986420950533,0.031968031968032,0.034034034034034,12851
2013-09-30,"Pearl City","HI","Honolulu","Honolulu",1180,2312,0.0104895104895105,0.042850699142986,0.101476893758933,9958
2013-09-30,"Madison","AL","Huntsville","Madison",1181,1336,0.00149925037481259,0.000749063670411985,-0.0262390670553936,12450
2013-09-30,"Hickory","NC","Hickory","Catawba",1182,972,0.0167364016736402,0.0418006430868167,0.0764119601328904,14404
2013-09-30,"Gonzales","LA","Baton Rouge","Ascension",1183,1302,0.00696055684454756,0.021978021978022,0.0132295719844358,9951
2013-09-30,"Marlborough","MA","Boston","Middlesex",1184,1835,0.0104625550660793,0.0188784008883953,-0.0123789020452099,9335
2013-09-30,"Pine Hills","FL","Orlando","Orange",1185,972,0,-0.00409836065573771,0.0114464099895942,10682
2013-09-30,"Kerrville","TX","Kerrville","Kerr",1186,1273,0.00552922590837283,0.00791765637371338,-0.0192604006163328,8933
2013-09-30,"Raeford","NC","Fayetteville","Hoke",1187,1049,-0.00285171102661597,-0.00944287063267233,0.00286806883365201,8146
2013-09-30,"Prairieville","LA","Baton Rouge","Ascension",1188,1498,0.00469483568075117,0.066951566951567,0.0316804407713499,9734
2013-09-30,"Bothell","WA","Seattle","King",1189,1886,0.0123456790123457,0.0289143480632842,0.0777142857142857,10648
2013-09-30,"Woburn","MA","Boston","Middlesex",1190,2019,0.0115230460921844,0.0212443095599393,0.0301020408163265,9631
2013-09-30,"Calhoun","GA","Calhoun","Gordon",1191,875,0.00806451612903226,-0.0266963292547275,-0.0146396396396396,10475
2013-09-30,"Lincoln Park","MI","Detroit","Wayne",1192,809,0.00247831474597274,0.00872817955112219,-0.00614250614250614,14540
2013-09-30,"Manassas","VA","Washington","Manassas City",1193,1704,0.00471698113207547,0.00768775872264932,0.0564166150030998,10659
2013-09-30,"Belton","TX","Killeen","Bell",1194,1121,-0.0166666666666667,-0.0394173093401885,0,8451
2013-09-30,"Shelton","WA","Shelton","Mason",1195,1025,0.0158572844400396,0.0502049180327869,0.0364004044489383,10158
2013-09-30,"Lancaster","TX","Dallas-Fort Worth","Dallas",1196,1193,0.00167926112510495,-0.00583333333333333,0.0257953568357696,10430
2013-09-30,"Niles","MI","Niles","Berrien",1197,772,0.00520833333333333,-0.0676328502415459,-0.0842230130486358,11161
2013-09-30,"Beaumont","CA","Riverside","Riverside",1198,1558,0.00645994832041344,0.0183006535947712,0.0229809586342745,11682
2013-09-30,"Culver City","CA","Los Angeles","Los Angeles",1199,2715,0.00779510022271715,0.0249150622876557,0.0245283018867925,10365
2013-09-30,"Arnold","MO","St. Louis","Jefferson",1200,1127,0.0367985280588776,0.11253701875617,0.0857418111753372,11928
2013-09-30,"Marion","IA","Cedar Rapids","Linn",1201,1137,0.0206463195691203,0.0224820143884892,0.0797720797720798,11491
2013-09-30,"East Meadow","NY","New York","Nassau",1202,2567,-0.00465296626599457,0.00509005481597494,0.0498977505112474,9776
2013-09-30,"Howell","NJ","New York","Monmouth",1203,2157,0.00512581547064306,0.0117260787992495,0.0521951219512195,11734
2013-09-30,"Park Ridge","IL","Chicago","Cook",1204,1910,0.00579252238020011,0.0202991452991453,-0.00468994267847837,14355
2013-09-30,"Henderson","KY","Evansville","Henderson",1205,888,-0.0100334448160535,-0.0241758241758242,-0.0642781875658588,8753
2013-09-30,"Bowling Green","OH","Toledo","Wood",1206,1244,-0.000803212851405623,-0.00240577385725742,0.0798611111111111,8773
2013-09-30,"Keller","TX","Dallas-Fort Worth","Tarrant",1207,2360,0.00297492562685933,0.016365202411714,0.0341805433829974,12697
2013-09-30,"Chester Township","PA","Philadelphia","Delaware",1208,933,-0.00320512820512821,-0.0250783699059561,0.048314606741573,12102
2013-09-30,"Ronkonkoma","NY","New York","Suffolk",1209,2397,0.0221748400852878,0.0126742712294043,0.180788177339901,9605
2013-09-30,"Dunnellon","FL","Homosassa Springs","Citrus",1210,957,0.00736842105263158,0.0528052805280528,0.0609756097560976,13779
2013-09-30,"Coppell","TX","Dallas-Fort Worth","Dallas",1211,2270,0.000440722785368004,0.0225225225225225,0.0446387482742752,10873
2013-09-30,"Urbandale","IA","Des Moines","Polk",1212,1485,0.00609756097560976,0.0192175703500343,0.0370111731843575,13038
2013-09-30,"Duncanville","TX","Dallas-Fort Worth","Dallas",1213,1178,-0.00254022015241321,-0.00506756756756757,0.00856164383561644,11167
2013-09-30,"Buffalo Grove","IL","Chicago","Lake",1214,1877,0.0113146551724138,0.0178958785249458,0.0574647887323944,15404
2013-09-30,"The Colony","TX","Dallas-Fort Worth","Denton",1215,1392,0.00578034682080925,0,0.0395817774458551,11022
2013-09-30,"Owasso","OK","Tulsa","Tulsa",1216,1270,-0.00157232704402516,0.016,0.0168134507606085,11650
2013-09-30,"Rockwall","TX","Dallas-Fort Worth","Rockwall",1217,1695,0.00355239786856128,0.0131500298864316,0.0347985347985348,11633
2013-09-30,"Wheeling","IL","Chicago","Cook",1218,1516,0.0167672702883971,0.0243243243243243,0.0593990216631726,11065
2013-09-30,"Woodinville","WA","Seattle","King",1219,2326,0.0082358040745557,0.0255731922398589,0.0689338235294118,11856
2013-09-30,"Bluffton","SC","Hilton Head Island","Beaufort",1220,1356,0.00593471810089021,0.0210843373493976,0.051978277734678,13250
2013-09-30,"Sulphur","LA","Lake Charles","Calcasieu",1221,1234,0.00406834825061025,0.0317725752508361,-0.000809716599190283,9145
2013-09-30,"Greenacres","FL","Miami-Fort Lauderdale","Palm Beach",1222,1250,0.00969305331179321,0.0254306808859721,0.0382059800664452,13937
2013-09-30,"Perrysburg","OH","Toledo","Wood",1223,1293,0.00700934579439252,-0.00154440154440154,-0.0248868778280543,12503
2013-09-30,"Dunedin","FL","Tampa","Pinellas",1224,1248,0.00402252614641995,0.0221130221130221,0.0417362270450751,15512
2013-09-30,"Brighton","NY","Rochester","Monroe",1225,1514,0.00397877984084881,0.079885877318117,0.0209035738368173,9867
2013-09-30,"Montgomery","TX","Houston","Montgomery",1226,1758,0.0132564841498559,0.0244755244755245,0.0539568345323741,15845
2013-09-30,"Panama City","FL","Panama City","Bay",1227,895,-0.00444938820912125,-0.008859357696567,0.0252004581901489,11950
2013-09-30,"Aventura","FL","Miami-Fort Lauderdale","Miami-Dade",1228,2055,0.0123152709359606,0.0280140070035018,0.0925039872408294,23729
2013-09-30,"Leavenworth","KS","Kansas City","Leavenworth",1229,983,0.0271682340647858,0.0435244161358811,-0.0655893536121673,10059
2013-09-30,"Plymouth Township","MI","Detroit","Wayne",1230,1461,-0.01417004048583,0.0332390381895332,0.055635838150289,13420
2013-09-30,"Bridgewater","NJ","New York","Somerset",1231,2509,0.0219959266802444,0.088031222896791,0.0406470344255496,12558
2013-09-30,"Huber Heights","OH","Dayton","Montgomery",1232,900,0.0123734533183352,0.0356731875719217,0.021566401816118,14122
2013-09-30,"Oakville","MO","St. Louis","Saint Louis",1233,1286,-0.00310077519379845,-0.00618238021638331,-0.0714801444043321,13220
2013-09-30,"Mt Laurel Township","NJ","Philadelphia","Burlington",1234,1693,-0.00528789659224442,-0.00820152314001172,-0.0139778683750728,14543
2013-09-30,"Lynnwood","WA","Seattle","Snohomish",1235,1649,0.0147692307692308,0.026774595267746,0.084155161078238,8875
2013-09-30,"Ormond Beach","FL","Daytona Beach","Volusia",1236,1294,0.0117279124315872,0.0294351630867144,0.0310756972111554,14769
2013-09-30,"Hallandale","FL","Miami-Fort Lauderdale","Broward",1237,1538,0.00130208333333333,0.0178689609530112,0.0923295454545455,19783
2013-09-30,"Kailua Kona","HI","Hilo","Hawaii",1238,1347,0.038550501156515,-0.107355864811133,-0.0460339943342776,15812
2013-09-30,"Hanover Park","IL","Chicago","Cook",1239,1472,0.00272479564032698,0.00615174299384826,0.0315346881569727,10239
2013-09-30,"Lemoore","CA","Hanford","Kings",1240,1147,0.0159433126660762,0.0542279411764706,-0.000871080139372822,4346
2013-09-30,"Torrington","CT","Torrington","Litchfield",1241,1216,0.0278951817413356,0.0482758620689655,0.0141784820683903,10658
2013-09-30,"Alliance","OH","Canton","Stark",1242,723,0.00836820083682008,-0.00413223140495868,0.0284495021337127,11101
2013-09-30,"Penfield","NY","Rochester","Monroe",1243,1653,-0.00060459492140266,0.0442198357548958,0.00425273390036452,11945
2013-09-30,"Moorpark","CA","Ventura","Ventura",1244,2553,0.00511811023622047,0.0130952380952381,0.0244783306581059,9742
2013-09-30,"Lacey","WA","Olympia","Thurston",1245,1313,-0.00379362670713202,-0.00227963525835866,-0.00303720577069096,9894
2013-09-30,"Montclair","CA","Riverside","San Bernardino",1246,1695,-0.00117855038302887,0.000590318772136954,0.01985559566787,6435
2013-09-30,"Pahrump","NV","Pahrump","Nye",1247,1101,0.000909090909090909,-0.005420054200542,0.00456204379562044,6834
2013-09-30,"Oakley","CA","San Francisco","Contra Costa",1248,1777,0.00452232899943471,0.00169109357384442,0.00452232899943471,10852
2013-09-30,"Temple Hills","MD","Washington","Prince Georges",1249,1807,-0.000553097345132743,0.00277469478357381,-0.00823271130625686,10638
2013-09-30,"Hurst","TX","Dallas-Fort Worth","Tarrant",1250,1318,-0.000758150113722517,-0.00302571860816944,0.0256809338521401,11021
2013-09-30,"Braintree","MA","Boston","Norfolk",1251,2100,-0.00568181818181818,-0.0108337258596326,0.0590015128593041,10652
2013-09-30,"San Juan Capistrano","CA","Los Angeles","Orange",1252,2755,0.00768105340160936,0.0222634508348794,0.0559601379839019,10962
2013-09-30,"Atwater","CA","Merced","Merced",1253,1042,0.00773694390715667,0.0399201596806387,0.042,8085
2013-09-30,"Wildwood","MO","St. Louis","Saint Louis",1254,1918,-0.000521104742053153,-0.0199284619315278,-0.0254065040650406,13217
2013-09-30,"Hot Springs","AR","Hot Springs","Garland",1255,866,-0.0399113082039911,-0.0969760166840459,-0.109969167523124,10289
2013-09-30,"Ramona","CA","San Diego","San Diego",1256,2096,0,0.00672430355427474,0.00672430355427474,9511
2013-09-30,"Sykesville","MD","Baltimore","Carroll",1257,1912,0.025201072386059,0.0465243568691845,0.0127118644067797,11517
2013-09-30,"Claremont","CA","Los Angeles","Los Angeles",1258,2355,0.00383631713554987,0.018598615916955,0.0397350993377483,9264
2013-09-30,"Belleville","NJ","New York","Essex",1259,1580,-0.00878293601003764,0.00317460317460317,0.0792349726775956,8472
2013-09-30,"Ewing","NJ","Trenton","Mercer",1260,1678,-0.000595592614651578,-0.0152582159624413,-0.00119047619047619,10630
2013-09-30,"Trumbull","CT","Stamford","Fairfield",1261,2233,0.00585585585585586,0.00630914826498423,-0.0295523685354194,11786
2013-09-30,"West Chicago","IL","Chicago","Du Page",1262,1632,0.00122699386503067,-0.00366300366300366,-0.0348905972797161,9422
2013-09-30,"Riverton","UT","Salt Lake City","Salt Lake",1263,1584,-0.000630914826498423,0.0102040816326531,0.0738983050847458,10390
2013-09-30,"Clinton","MD","Washington","Prince Georges",1264,1972,-0.00151898734177215,0.0081799591002045,0.00305188199389624,15749
2013-09-30,"Placerville","CA","Sacramento","El Dorado",1265,1361,0.0164301717699776,0.0210052513128282,0.0233082706766917,6683
2013-09-30,"Brighton","CO","Denver","Adams",1266,1534,0.00788436268068331,0.032996632996633,0.0742296918767507,8964
2013-09-30,"El Dorado Hills","CA","Sacramento","El Dorado",1267,2370,-0.00336417157275021,0.0055154857870174,0.0055154857870174,12098
2013-09-30,"Westerville","OH","Columbus","Franklin",1268,1581,-0.0093984962406015,-0.0167910447761194,0.0326583932070542,12511
2013-09-30,"Menomonee Falls","WI","Milwaukee","Waukesha",1269,1572,0.0376237623762376,0.101611772950245,0.123659756969264,12224
2013-09-30,"Franconia","VA","Washington","Fairfax",1270,2260,-0.000884173297966401,0.00221729490022173,0.0376492194674013,12616
2013-09-30,"Shrewsbury","MA","Worcester","Worcester",1271,1836,0.0177383592017738,0.0539609644087256,0.101379724055189,10778
2013-09-30,"Evesham","NJ","Philadelphia","Burlington",1272,1977,0.00970377936670072,0.0280811232449298,0.0201238390092879,12010
2013-09-30,"Egypt Lake-Leto","FL","Tampa","Hillsborough",1273,1115,0.0036003600360036,0.0136363636363636,0.0276497695852535,9888
2013-09-30,"Merrick","NY","New York","Nassau",1274,2682,-0.0044543429844098,-0.0103321033210332,0.0468384074941452,11050
2013-09-30,"Bellmore","NY","New York","Nassau",1275,2588,-0.00384911470361817,-0.00804906094289,0.0406111781262565,10173
2013-09-30,"Bell","CA","Los Angeles","Los Angeles",1276,1803,0.00389755011135857,-0.00166112956810631,0.0203735144312394,2055
2013-09-30,"Boardman","OH","Youngstown","Mahoning",1277,732,-0.0265957446808511,-0.0278884462151394,-0.0174496644295302,12159
2013-09-30,"Richfield","MN","Minneapolis-St Paul","Hennepin",1278,1451,0.00833912439193885,0.0254416961130742,0.0522117476432197,11120
2013-09-30,"Reynoldsburg","OH","Columbus","Franklin",1279,1207,0.0194256756756757,0.0263605442176871,0.0923076923076923,10897
2013-09-30,"La Quinta","CA","Riverside","Riverside",1280,2605,0.00579150579150579,0.016783762685402,-0.016238670694864,19303
2013-09-30,"McMinnville","OR","Portland","Yamhill",1281,1221,-0.00326530612244898,-0.0192771084337349,0.0418088737201365,7385
2013-09-30,"Papillion","NE","Omaha","Sarpy",1282,1443,0.0147679324894515,0.00697836706210747,0.0358937544867193,11748
2013-09-30,"Northport","AL","Tuscaloosa","Tuscaloosa",1283,1121,0.00448028673835125,0.012646793134598,0.0737547892720306,18902
2013-09-30,"Friendswood","TX","Houston","Galveston",1284,1894,0.00959488272921109,0.0327153762268266,0.118063754427391,11688
2013-09-30,"Roy","UT","Ogden","Weber",1285,1182,0.00939368061485909,0.0404929577464789,0.137632338787295,10915
2013-09-30,"Tucker","GA","Atlanta","Dekalb",1286,1168,0.00689655172413793,0.0236634531113059,0.0382222222222222,11639
2013-09-30,"Copperas Cove","TX","Killeen","Coryell",1287,909,0.0033112582781457,0.00664451827242525,-0.0257234726688103,10435
2013-09-30,"Cedar Falls","IA","Waterloo","Black Hawk",1288,1252,0.0145867098865478,0.0574324324324324,0.0924956369982548,12161
2013-09-30,"Calumet City","IL","Chicago","Cook",1289,1266,-0.0031496062992126,-0.00938967136150235,0.0267639902676399,10042
2013-09-30,"Puyallup","WA","Seattle","Pierce",1290,1460,0.0138888888888889,0.0361958836053939,0.0664718772826881,9338
2013-09-30,"Chelsea","MA","Boston","Suffolk",1291,1856,0.00107874865156419,0.0186608122941822,0.0660539919586445,2766
2013-09-30,"Greater Carrollwood","FL","Tampa","Hillsborough",1292,1298,0.00231660231660232,0.0124804992199688,0.0510121457489879,12345
2013-09-30,"Gurnee","IL","Chicago","Lake",1293,1736,0.0063768115942029,0.0205761316872428,0.0457831325301205,12399
2013-09-30,"Little Elm","TX","Dallas-Fort Worth","Denton",1294,1502,0.00468227424749164,0.0114478114478114,0.0614840989399293,12192
2013-09-30,"Northville Township","MI","Detroit","Wayne",1295,1768,-0.0122905027932961,0.0773918342474101,0.048014226437463,12429
2013-09-30,"Laramie","WY","Laramie","Albany",1296,1255,0.0502092050209205,0.117542297417631,0.112588652482269,8494
2013-09-30,"Athens","OH","Athens","Athens",1297,1375,0.00585223116313094,0.0245901639344262,0.130756578947368,3904
2013-09-30,"Hagerstown","MD","Hagerstown","Washington",1298,937,0.0353591160220995,0.0422691879866518,0.00969827586206897,11314
2013-09-30,"Altadena","CA","Los Angeles","Los Angeles",1299,2437,0.00123253903040263,0.0116230801162308,0.0196652719665272,10607
2013-09-30,"Bay City","MI","Bay City","Bay",1300,714,0.00563380281690141,-0.00833333333333333,0.0317919075144509,12933
2013-09-30,"Manhattan Beach","CA","Los Angeles","Los Angeles",1301,4880,-0.000614376407945935,0.00888980773206533,0.0145530145530146,10863
2013-09-30,"Havertown","PA","Philadelphia","Delaware",1302,2167,-0.0238738738738739,0.00931532370749884,0.190659340659341,12447
2013-09-30,"Summerville","SC","Charleston","Dorchester",1303,1239,0.0172413793103448,0.0376884422110553,-0.0228706624605678,12127
2013-09-30,"Troy","OH","Dayton","Miami",1304,1096,0.00274473924977127,0,0.0599613152804642,11175
2013-09-30,"Windsor Mill","MD","Baltimore","Baltimore",1305,1610,0.00436681222707424,0.0151324085750315,0.0164141414141414,8793
2013-09-30,"Oro Valley","AZ","Tucson","Pima",1306,1385,-0.00144196106705119,0.00873998543335761,-0.0218926553672316,17846
2013-09-30,"Stow","OH","Akron","Summit",1307,1285,0.0062646828504307,0.0086342229199372,-0.00925212027756361,11371
2013-09-30,"University City","MO","St. Louis","Saint Louis",1308,1053,0.0154291224686596,0.0164092664092664,-0.0648312611012433,12127
2013-09-30,"Rohnert Park","CA","Santa Rosa","Sonoma",1309,1916,-0.000521648408972353,0.00789058390320884,0.0527472527472527,10159
2013-09-30,"Lake Worth","FL","Miami-Fort Lauderdale","Palm Beach",1310,1279,0.00947119179163378,0.0150793650793651,0.0134706814580032,9587
2013-09-30,"Seattle Hill-Silver Firs","WA","Seattle","Snohomish",1311,1787,0.00789622109419064,0.0182336182336182,0.0726290516206483,11165
2013-09-30,"Westwego","LA","New Orleans","Jefferson",1312,1111,0.000900900900900901,0.0018034265103697,0.031569173630455,9160
2013-09-30,"Brentwood","TN","Nashville","Williamson",1313,3021,-0.0130676249591637,-0.0162813415825464,0.0381443298969072,11604
2013-09-30,"West Little River","FL","Miami-Fort Lauderdale","Miami-Dade",1314,1365,0.00367647058823529,0.0148698884758364,0.0333080999242998,7423
2013-09-30,"Burleson","TX","Dallas-Fort Worth","Johnson",1315,1254,0.00561347233360064,0.0228384991843393,0.0203417412530513,11855
2013-09-30,"Reisterstown","MD","Baltimore","Baltimore",1316,1713,0.00234055002925688,0.0041031652989449,-0.00982658959537572,11307
2013-09-30,"Commerce Township","MI","Detroit","Oakland",1317,1680,0.00119189511323004,0.0157194679564692,0.0592686002522068,12605
2013-09-30,"Paris","TX","Paris","Lamar",1318,1004,0.0120967741935484,0.0203252032520325,0.0436590436590437,9562
2013-09-30,"Milton","GA","Atlanta","Fulton",1319,2295,-0.00347372991749891,-0.011202068074106,-0.00649350649350649,9840
2013-09-30,"Inver Grove Heights","MN","Minneapolis-St Paul","Dakota",1320,1412,0.0056980056980057,-0.0112044817927171,-0.0282174810736407,9925
2013-09-30,"Jasper","AL","Birmingham","Walker",1321,897,0.0334101382488479,0.0665873959571938,0.00447928331466965,10199
2013-09-30,"Villa Rica","GA","Atlanta","Carroll",1322,984,0.0165289256198347,0.00101729399796541,-0.0474346563407551,11252
2013-09-30,"Brownsburg","IN","Indianapolis","Hendricks",1323,1265,0.0226354082457559,0.0292921074043938,-0.0163297045101089,13131
2013-09-30,"Northglenn","CO","Denver","Adams",1324,1436,0.0112676056338028,0.0360750360750361,0.0692479523454952,9769
2013-09-30,"Eustis","FL","Orlando","Lake",1325,1141,0.00884173297966401,0.0151245551601423,0.00087719298245614,9346
2013-09-30,"East Point","GA","Atlanta","Fulton",1326,897,0.00335570469798658,-0.00111358574610245,-0.0207423580786026,9599
2013-09-30,"Sanger","CA","Fresno","Fresno",1327,1165,0.00517687661777394,0.0121633362293658,0.0112847222222222,7559
2013-09-30,"Englewood","CO","Denver","Arapahoe",1328,1441,0.011938202247191,0.0322349570200573,0.0642540620384047,11009
2013-09-30,"Halethorpe","MD","Baltimore","Baltimore",1329,1559,-0.00128122998078155,0.00515796260477112,0.0116807268007787,10412
2013-09-30,"Roseville","MN","Minneapolis-St Paul","Ramsey",1330,1479,-0.00202429149797571,0.00543847722637661,0.040084388185654,10882
2013-09-30,"Thomasville","GA","Thomasville","Thomas",1331,969,0.009375,0.00414507772020725,0.0385852090032154,10068
2013-09-30,"Staunton","VA","Staunton","Staunton City",1332,1235,-0.00322841000807102,0.0122950819672131,0.043956043956044,9567
2013-09-30,"Franklin","WI","Milwaukee","Milwaukee",1333,1148,-0.00260642919200695,-0.000870322019147084,-0.00606060606060606,2426
2013-09-30,"West Hollywood","CA","Los Angeles","Los Angeles",1334,2589,0.00193498452012384,0.00896336710833983,0.00504658385093168,6476
2013-09-30,"Coachella","CA","Riverside","Riverside",1335,1263,0.00397456279809221,-0.01328125,0.00317712470214456,5248
2013-09-30,"Garden City","KS","Garden City","Finney",1336,981,0.00306748466257669,-0.0150602409638554,-0.0287128712871287,7312
2013-09-30,"Mission Bend","TX","Houston","Fort Bend",1337,1310,0.00306278713629403,0.00924499229583975,0.0396825396825397,10624
2013-09-30,"Cottage Grove","MN","Minneapolis-St Paul","Washington",1338,1437,-0.00346740638002774,-0.0137268359643102,-0.0303643724696356,10994
2013-09-30,"Sonoma","CA","Santa Rosa","Sonoma",1339,2134,0.0108953102794884,0.0309178743961353,0.128503437334744,10050
2013-09-30,"Portage","IN","Chicago","Porter",1340,1165,0.00604490500863558,0.0228270412642669,0.0392506690454951,10798
2013-09-30,"Greenville","TX","Dallas-Fort Worth","Hunt",1341,837,-0.0668896321070234,-0.1579476861167,-0.219944082013047,9082
2013-09-30,"Santa Paula","CA","Ventura","Ventura",1342,2010,0.00349475786320519,0.0136157337367625,0.056782334384858,5236
2013-09-30,"Temple City","CA","Los Angeles","Los Angeles",1343,2334,-0.000428265524625268,0.00560103403705299,0.0414993306559572,8168
