"RegionName","State","Metro","CountyName","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09"
"North Richland Hills","TX","Dallas-Fort Worth","Tarrant",2,2.4196,,2.9078,1.7073,1.5792,2.3476,3.8079,3.3447,1.531,2.9888,2.8421,5.4368,3.0631,,2.439,2.7942,1.4926,2.2492,2.1398,3.5715,3.1954,1.6067,2.0416,3.3406,3.9448,2.8755,1.191,2.5359,1.5909,1.6078,2.9919,1.9184,,,2.3809,5.1389,3.6711,2.5729,2.2218,2.1584,2.6165,3.5466,4.1034,3.7962,2.4433,1.653,1.2735,2.4087,3.7521,4.8663,3.61,3.104,2.4015,1.6668,1.1625,4.0823,5.9014,4.6775,1.9074,2.6989,5.7758,5.4356,3.0407,2.0687,1.8679,2.6744,4.818,3.9484,6.1649,4.0609,2.4121,2.5272,3.6233,5.8911,5.5583,6.6987,5.9083,6.2758,6.6264,7.3305,7.0863,6.3942,4.6139,4.509,5.222,6.0246,7.6201,7.9507,7.2475,7.1165,7.3384,6.6261,6.1575,4.1632,5.4227,7.1027,7.3553,6.7523,7.1657,9.3173,7.1756,6.9461,6.9961,9.3898,7.7599,6.8822,6.33,9.4027,10.6117,8.8234,8.0352,6.1616,6.6224,7.1104,5.9745,5.6816,8.9392,7.7563,12.0656,15.7595,17.5168,14.3956,13.6727,11.5814,8.6156,7.8121,10.4096,6.4875,9.4643,8.0694,11.3171,16.3475,18.2184,16.2413,15.4035,12.7918,11.9213,10.805,8.7954,15.4245,16.9216,13.7508,17.1605,24.3861,25.0782,16.4426,15.3423,13.7282,16.6407,17.7251,14.4658,12.4682,13.9833,10.9288,9.7192,10.0472,14.5682,17.6836,28.6247,29.0464,18.8665,13.532,12.0545,13.6946,15.7295,17.8224,15.954,15.5988,18.5147,20.2321,18.0308,14.0964,9.3367,12.185,11.5136,12.5,12.0952,11.0077,9.7108,12.8059,17.0909,13.7755,10.5701,10.1482,9.7772,9.7708,9.9181,8.4763
"Florence","SC","Florence","Florence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3907,,,,,,,,,0.5319,,,0.4274,,,,,,,,,,0.4202,,,0.4132,0.6709,0.3912,0.5347,,,,,,,,,,,,,0.8,0.56,,,0.5618,,,,,,,0.2907,,,,0.4167,,,,0.4202,0.6209,0.3548,,,,,0.5319,,,,0.8334,0.5833,0.7935,,,,1.0204,1.3472,0.7492,1.0095,4.2775,2.8385,1.9732,1.4655,1.379,1.2408,0.5925,,0.5377,,0.8655,1.1687,2.1128,1.2027,,,,,,,1.0204,,,0.8197,,1.1079,,,,,,,,,0.8197,,1.3097,1.7062,0.9922,,,,,0.4902,,,,,,,,,,,,0.7247,
"Valley Stream","NY","New York","Nassau",0.9286,,1.3012,2.6127,1.6224,,0.5102,1.8277,3.0343,2.3785,1.7396,1.9265,2.7409,2.6953,2.4904,1.1724,,1.5152,3.0087,1.8182,1.4041,,0.8869,2.0112,1.2861,2.4295,1.3726,,0.8475,,1.1163,1.4655,0.8621,,,1.0638,,2.206,1.3208,1.8818,1.7544,1.8553,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7813,1.3802,0.8177,,0.5556,,0.784,1.09,0.6457,,1.4085,0.9859,1.117,1.2554,1.3797,0.6738,,0.6329,1.0048,0.5831,,,,0.926,,2.2778,1.4,,1.6394,1.8618,0.9918,3.0714,3.3158,1.7782,3.425,3.9069,4.5981,3.7136,1.7611,4.0126,5.1316,8.0418,9.2573,9.9531,9.1301,13.2402,12.1884,14.3137,12.9762,10.2037,5.2854,5.4393,7.9596,7.9762,10.7468,9.6903,5.7182,7.0125,6.2404,4.7421,3.0735,4.4912,2.5721,6.9375,7.5333,5.2697,1.6963,3.1266,6.4899,8.0692,7.2318,9.5874,7.9157,6.1561,4.0119,2.6315,3.7346,5.8862,4.2917,1.739,1.6145,2.869,1.7516,1.859,3.7546,3.9975,3.7103,1.6908,2.6449,1.4894,,,,,1.7857,2.532,3.9331,2.1346,,,
"Meriden","CT","New Haven","New Haven",,,,,,,,,0.7576,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6849,,,0.8334,,,,,0.4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8334,,,,,,,0.8621,,,,,0.5747,,,,0.9616,,,,,,,,,,,,1.3158,,,,,,,,,1.7857,,,,,,,,,,,,,,,,1.7857,3.1018,8.3882,14.8155,20.2118,19.427,15.2311,15.8251,26.9458,35.1335,33.632,17.1672,13.6384,12.0978,10.6972,16.4236,17.9117,16.2911,14.5911,,7.0455,8.5872,10.2094,8.1931,5.7433,6.7648,7.5501,8.0897,7.6473,7.9837,12.1673,9.1699,7.4858,9.8653,12.0262,9.2866,8.5454,11.3939,15.5772,16.482,12.3645,11.2726,13.1409,14.2125,21.22,20.526,19.9906,14.4155,12.8371,17.8054,20.1958,15.5455,15.875
"Mechanicsville","VA","Richmond","Hanover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289,,,,,,,,,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4902,,,,,,0.3125,,0.4726,,,0.7353,1.6258,2.3142,1.979,1.4396,2.8159,2.1798,2.7925,2.499,3.3931,1.788,2.5731,2.5264,3.5723,3.1526,3.5496,6.3301,8.0371,6.9285,6.1481,6.2088,4.1488,5.6926,6.1229,5.3591,7.2364,10.4256,12.6102,10.4277,9.6923,7.63,6.6136,11.8376,11.3109,9.7032,10.6028,9.0426,8.0336,9.4781,14.1278,13.3142,13.2173,14.1669,11.5,10.201,10.8107,11.5565,13.1258,15.635,13.9094,17.5359,18.9821,18.9197,17.5227,12.2342,9.4086,8.7498,8.7323,7.4528,5.3162,7.3385,5.7385,5.3966,10.735,10.9564,10.9653,7.6242,8.0736,7.6777,8.1243,8.2221
"La Habra","CA","Los Angeles","Orange",19.5099,20.7779,25.0745,21.7525,19.4759,12.7115,12.97,9.6026,10.3283,12.7822,9.9198,16.9336,15.5871,14.5903,13.4626,10.6256,8.2734,5.8333,3.627,5.4483,4.0918,4.1009,5.6821,6.0617,4.8639,7.8807,7.3378,7.4032,3.9555,5.5638,5.4199,5.8525,2.7817,2.6681,4.3364,4.2346,3.9259,1.8077,1.2912,1.2813,2.5469,4.7738,2.8383,0.9868,3.2258,3.0777,2.5831,2.8981,2.4783,2.0766,2.8172,5.678,4.4457,2.6045,1.4704,1.3618,1.5147,2.4715,3.7025,2.8428,2.097,4.4852,2.8133,1.8602,,1,,0.9065,1.0827,1.8795,1.0579,,,,0.6411,1.0737,1.3874,1.3507,2.3945,1.3968,,,0.7043,1.3263,0.7946,,1.2195,0.8537,1.0508,1.1205,0.6542,1.1014,1.394,1.5073,0.7203,1.0885,,,2,1.895,0.9465,0.7979,,,,2.3438,2.3449,1.1961,2.2521,3.8676,4.4934,2.2534,,2.1739,3.3736,7.504,8.4444,10.7167,14.95,17.2611,17.3223,20.1471,25.25,25.7083,33.0131,39.1952,43.1644,42.6484,47.049,44.7218,47.0271,43.3786,46.3372,47.7892,50.0832,42.5713,36.0497,36.8068,33.9286,32.4859,30.3603,27.5647,26.4415,26.5278,36.0047,37.5011,29.3123,28.2132,25.3151,24.27,25.4974,23.739,25.2371,24.6521,31.4986,34.365,38.7698,30.797,26.7901,26.7664,31.2964,30.8806,29.0385,31.8091,32.9712,29.8947,29.2879,32.5053,33.7791,32.044,29.5625,34.3438,31.3335,29.1338,26.9672,26.1583,22.4346,16.8461,14.5817,16.6414,14.371,13.278,13.5085,15.6853,18.0524,10.5825,8.8756,6.1102,8.2382
"Novato","CA","San Francisco","Marin",2.2879,2.9284,2.1858,1.9201,1.3402,0.9574,1.7865,2.4579,1.3801,1.31,1.5652,1.331,0.5649,1.2714,2.0443,1.512,1.0016,0.7065,0.3519,,0.3623,0.6296,0.8067,0.7988,0.3976,,0.8334,1.0833,1.4621,0.7534,,,,0.5882,,0.7512,1.1715,0.7109,,,,,,,,,,,,0.6494,,1.0798,1.5541,0.9197,0.7566,,0.6864,,,,,0.7247,,,0.4505,0.7153,0.4151,,,,,0.4099,,,0.3907,0.5676,0.3231,0.7017,0.4295,0.5109,,,,,,,,,0.3402,,,0.3312,0.5608,0.3296,,,,,,,,,,0.7937,0.5556,,,,2.7027,1.8919,1.7724,1.5064,5.6016,4.8595,2.328,1.37,2.3529,5.4081,7.3172,8.7839,6.4014,11.8158,15.7427,17.067,14.6113,19.1047,18.962,19.1514,23.0296,25.5717,35.3682,34.6842,35.0841,35.193,34.3764,35.9307,32.7474,23.609,24.4966,23.1255,21.4631,19.9606,24.2306,23.8952,24.9855,26.3006,22.2067,21.1667,21.5617,18.4496,19.0979,21.6207,19.731,20.9256,25.966,26.3543,24.1942,28.9994,28.1481,23.8317,19.1234,21.3986,20.3032,20.8193,24.1729,24.8493,18.3678,24.9497,24.0829,22.545,22.9094,25.6598,19.4063,14.0822,15.4539,17.7208,13.3983,13.1585,13.7731,11.9038,13.8542,9.3904,8.3915,7.0285,9.8991,8.4614,6.4745,7.3701,8.5929
"Lancaster","OH","Columbus","Fairfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5495,,0.8142,,,1.4151,0.9906,1.3505,2.1519,4.8702,4.3179,3.0651,3.1791,2.8489,1.9055,3.6792,6.6559,6.7927,4.5885,3.7049,4.0296,3.901,5.1145,7.7753,9.3697,10.4192,9.2446,9.8679,10.7772,8.3107,9.1284,7.7486,8.7178,8.748,10.2437,8.9825,9.7041,10.1307,11.3704,13.3608,17.6246,15.9779,13.0818,8.8332,12.5297,12.3266,11.3222,12.6832,18.4107,19.0901,19.3691,14.8768,19.5156,20.0579,17.8522,18.2497,19.0203,18.0011,15.9718,21.6016,30.7559,28.4361,25.9028,26.369,29.2672,32.253,27.2672,26.5742,21.3002,13.7372,12.5237,12.8432,13.9469,15.6522,14.7113,15.0405,25.5263,27.5073,23.2576,14.339,17.5898,29.4107,29.6705,20.0645,14.5068,19.6617,17.6957,24.6528,23.8865,24.7414,25.6833,27.5818,25.513,21.7899,25.1786,21.2946,24.2045,20.5962,20.8629,23.3824,25.0686,18.4643,21.2917,19.3901,18.7043,18.551,17.6609,14.7839,15.5651,13.958,12.5373,14.6196,19.5999,24.9011,20.4972,18.6527,21.6038,23.1938,22.526,15.8387
"Snohomish","WA","Seattle","Snohomish",1.1923,1.4247,2.1466,2.3844,1.6935,0.6706,,0.4587,1.1758,1.1424,1.2452,0.6149,,0.5155,1.1942,1.1445,0.5346,0.5252,0.6271,0.6935,0.3353,,0.7043,1.3702,1.5946,0.8016,1.1923,1.6632,2.1009,1.8936,0.9049,0.7026,0.9621,1.3006,0.6923,2.8005,2.604,2.802,2.185,1.9762,0.9002,1.1226,1.1085,0.6135,,1.2658,1.6673,0.9266,1.0818,,0.7259,1.4752,1.3935,1.5063,2.8651,2.7601,3.0335,2.4929,1.7745,1.8326,2.4491,1.9903,1.3486,0.5163,1.9447,1.6923,1.9851,1.2399,2.8936,3.7133,3.1111,2.7955,1.872,2.0745,1.6731,2.3363,3.0469,2.2383,2.0437,2.2112,2.4409,2.3674,1.6117,1.0469,0.4086,1.3568,1.6965,1.8556,1.7958,2.3536,2.4013,1.2148,1.7318,1.3298,2.0416,1.5319,0.7369,1.1805,0.7292,,1.2423,1.451,1.1269,0.7576,0.6919,0.7468,0.3849,1.1953,0.7527,,,1.0204,1.5915,1.2674,1.399,0.7292,,0.6757,,1.2666,1.5511,2.5503,1.4086,2.375,2.6639,2.0898,1.5936,1.4566,2.6009,2.4784,8.3715,8.3497,7.6948,6.1893,7.4864,6.5406,9.0992,11.9739,12.6105,9.5369,6.4534,9.3199,15.2761,14.0003,16.5053,16.3649,17.9839,15.1096,12.1259,13.1315,11.3656,10.6764,12.0423,14.6934,14.5418,16.2437,19.9991,18.7943,25.1231,28.6445,30.4022,30.7575,28.5374,23.0444,12.8636,12.2006,16.3348,21.8185,21.5943,19.5957,19.4947,17.4794,18.1872,13.726,11.708,7.898,8.3868,7.045,5.6579,7.2351,10.8982,14.7367,14.152,13.3766,13.5542,9.1304,6.4118,7.0624,7.7287
"Fort Mill","SC","Charlotte","York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8011,8.8095,8.4921,4.0873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1739,,3.0331,4.0476,6.2271,3.4066,4.6021,2.4138,,,1.5152,,,,,,,,,1.9231,,,,,,,,,,2.2727,,1.8446,1.9503,2.6149,1.3703,,1.2195,,,2.3256,1.6279,,,,,1.4706,,,,,3.125,,,,,,,,2.9412,,5.049,,,,,,6.4102,,,9.0498,5.3328,7.911,9.9061,6.7487,4.1261,6.948,6.2836,6.9278,5.8306,6.1411,3.98,2.6191,2.2708,1.7163,1.7776,1.6792,2.1928,3.653,4.6413,5.9722,4.3433,4.5829,3.4579,2.9402,1.9617,3.0928,2.5749,4.3587,7.6398,11.9517,16.2792,14.735,14.3423,14.4636,14.7799,12.4,9.2213,8.0613,7.4896
"Rancho Cordova","CA","Sacramento","Sacramento",6.8559,11.0673,9.9057,7.3378,8.1924,11.9696,13.1286,9.7039,12.2107,10.0203,10.88,8.2559,14.8938,13.3448,9.1901,5.7744,7.0421,7.6698,7.3139,6.4744,10.2513,12.2417,9.9128,9.363,7.5897,5.9822,8.9922,8.7907,5.6855,3.9464,7.1321,9.6834,9.3809,5.9208,4.1088,5.3673,7.8995,5.6428,5.4007,4.7834,3.7392,3.8614,2.7336,3.0642,3.6597,3.2603,3.9056,4.1826,3.7077,4.064,2.9081,2.1627,2.7322,2.0971,1.9154,1.9944,2.016,0.9857,1.3169,1.2009,2.0511,2.3322,1.7659,1.6043,1.6678,1.3353,1.5036,1.2396,1.0843,1.7932,1.0667,0.9324,0.9861,1.1695,0.9998,0.92,1.0538,0.9,0.7724,0.3489,0.8363,0.511,0.7453,2.0778,1.3545,0.5128,0.3676,0.6574,0.3903,0.8243,0.493,,,,0.2748,,,0.4099,0.5473,0.9764,2.1927,1.6816,0.7237,0.4636,0.7019,0.422,0.639,1.0202,2.7309,3.0873,3.6197,2.8225,3.5936,3.1401,7.4033,9.2029,7.4149,8.3808,15.0326,17.2553,29.1388,28.7847,31.25,29.8205,33.6685,38.563,46.621,47.3646,40.4733,37.8448,36.103,42.8079,41.561,51.478,46.7801,46.7221,42.9848,40.6918,38.2932,38.0714,34.6857,36.1327,36.8239,37.7272,41.3186,40.505,39.7211,40.5213,36.4141,33.7321,35.9097,37.6593,37.5997,32.1206,37.8064,41.2587,42.0317,38.368,36.8378,37.3313,38.0904,41.4869,40.6636,41.0956,36.4265,39.8716,40.2631,38.1087,36.6358,32.5257,33.2761,32.5069,27.9501,29.1916,25.465,22.1729,21.6691,22.461,18.7493,17.1489,19.1229,19.143,15.8411,14.4568,14.4904,14.6555,13.6217,11.1882,10.3434
"Malden","MA","Boston","Middlesex",,,1.4706,,,0.9091,1.5979,0.9458,,,,1.7544,1.2281,,1.0638,,,1.3889,,,2.3256,1.6279,4.2691,2.5,,,,,,,,,,,,,,,,1.282,,,,,,,,,,,,3.0303,2.1212,,,,,,,,,,,1.3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.4,1.6416,2.8125,1.7708,,,0.8197,,5.4183,9.7182,8.5978,3.7737,,5.814,13.329,12.2797,5.6156,7.8829,7.7279,8.3981,8.9991,8.5066,8.4395,8.8286,7.8114,12.7552,9.1171,13.9773,12.0812,14.2899,9.4783,6.4353,9.8111,16.408,16.338,10.7862,5.1528,3.4066,10.3876,14.7582,17.4095,13.3061,9.2594,7.974,9.3559,10,15.4504,3.7249,3.0429,1.4773,3.5795,6.8604,5.9942,4.3185,1.7024,1.6316,,5.706,5.4742,5.8443,3.9543,3.2587,4.0974,2.3205,,2.1277,8.781,10.6205,10.6021,7.3444,5.9445,7.0705,7.493,3.8235,5.4832,5.2159,7.9411,8.5759,7.041,3.8877,4.3262,6.5148
"National City","CA","San Diego","San Diego",,7.2874,12.3839,7.3684,18.7829,23.4375,21.4375,18.1735,14.8265,13.0221,22.7416,15.2524,,7.2344,9.0336,13.8426,7.91,8.8384,12.3069,14.13,9.3588,6.5321,13.0348,13.4454,9.7794,8.666,9.9379,7.312,5.1867,8.0987,10.1153,7.4073,5.7823,4.5,4.4761,6.1679,8.2437,7.0333,3.1786,6.3056,3.8889,3.75,3.3814,1.9712,,3.7037,5.7176,3.2986,2.5504,,3.2617,,2.0528,,,4.1666,2.9167,2.9166,,2.3518,3.569,5.7179,5.9596,3.0159,,,,,,1.5625,3.0168,1.8149,,,,,1.8519,,,1.4286,,2.0415,,,,,,,,,0.7937,,,,1.7857,,,,,1.3158,,,,,,,4,4.9739,2.7217,4.8188,12.9167,17.0735,11.6765,9.9526,12.3312,14.1941,10.641,29.4762,22.8479,18.4382,,,61.5385,56.7119,61.2308,52.065,48.7057,50.2383,60.427,64.2152,64.1917,62.5252,66.5725,77.6114,76.807,66.2693,64.758,64.9677,64.5845,56.7531,59.3984,56.7727,46.7013,45.9091,54.2045,56.4583,51.5476,50.625,48.0665,42.3026,41.6561,36.6575,43.2562,44.6856,48.5055,43.6686,42.5938,41.3983,52.2272,43.9376,41.3304,44.3202,45.4892,41.765,40.3096,36.6991,38.3913,30.5229,27.9542,39.0593,44.0873,36.1531,31.6414,37.0837,25.1727,21.7666,20.193,22.2321,22.0499,20.1562,24.8623,23.3795,20.4938,18.8654,16.8167,15.9646,14.8914,14.0351,21.0952
"Prescott","AZ","Prescott","Yavapai",,0.5051,0.7809,0.4507,,,,0.4099,0.6137,0.6585,0.3128,0.5231,1.2363,1.1934,0.5673,0.4989,0.5718,0.3288,,,,,,0.3788,,0.4383,0.9519,0.9059,0.4282,,0.2809,0.7954,0.8159,0.7362,0.6848,0.3496,,0.4033,,0.41,0.4697,0.5343,0.765,0.4299,0.4712,,,,,,0.2512,,0.7603,0.982,1.2299,1.3605,0.9641,0.3932,0.3659,,0.8629,0.9459,1.2395,0.6282,1.0068,0.8052,0.8921,0.4107,0.6671,0.9445,0.5617,1.061,0.9568,1.0929,1.7839,1.9627,1.2611,0.9667,0.6229,1.0562,0.7985,1.3033,0.9641,1.5605,0.8492,0.6716,,0.3738,0.5763,0.7791,0.415,0.3191,0.3548,0.6883,0.8923,0.4877,0.5415,,,,0.2874,,,,,,,,,,0.3472,0.6632,0.3983,0.4857,1.3629,1.2258,0.9813,1.7403,2.8336,2.9394,2.658,3.3861,5.489,7.5541,7.6148,5.334,5.8603,5.8803,8.9914,9.1993,11.726,12.5481,13.7109,19.4149,21.4192,21.5662,20.3305,18.998,19.4083,16.6753,13.6436,14.5974,20.8208,21.9681,19.9893,23.9703,22.8274,24.3215,24.883,24.0523,23.2772,23.6711,22.8739,22.4238,23.1117,24.3533,21.6986,21.7391,21.4355,27.0379,25.117,25.3007,25.0502,21.4208,15.4686,17.6631,18.4643,21.6594,21.828,17.5798,19.0436,17.6245,19.3012,15.8517,13.3346,9.173,9.4624,11.6201,13.5655,12.5597,10.8375,11.1372,11.2754,10.6288,8.6253,8.0425,6.5269,7.844,7.3172
"Wake Forest","NC","Raleigh","Wake",,,,,,,,,,0.5953,,,,,0.6494,1.4349,1.3965,0.6549,,,,1.6129,1.129,1.0215,,,0.4465,,,1.0527,0.7369,,,,,,1.5385,1.0769,1.4049,0.6604,0.8093,0.8189,2.0992,1.2733,0.4878,,1.0416,0.7292,0.9974,,1.6906,1.5605,0.8101,,,,,1.5625,1.0938,1.2688,1.81,1.6706,0.7639,0.4893,,0.4727,,0.5128,0.7305,1.29,1.7538,1.7837,1.5331,0.7044,,0.6757,0.8251,0.727,1.3753,1.1372,1.291,1.3453,1.4645,2.0104,1.8916,0.9273,1.5749,1.5313,1.0994,1.5116,1.6083,1.5859,1.5484,1.3659,1.7221,2.1085,3.4411,2.6624,2.4754,2.0497,1.5484,0.8476,0.7729,0.8269,1.857,1.9566,1.0103,,1.5748,2.2218,1.7535,1.3643,1.1356,1.7758,1.7421,1.9125,1.36,1.5813,1.1609,1.3263,1.6977,1.9088,5.2364,5.6648,4.8228,4.0961,4.7491,4.8468,4.3241,4.366,4.8917,3.1427,4.9847,9.5365,11.6349,7.5435,4.6241,5.4704,6.5424,4.5562,5.4188,4.9657,4.6168,4.441,8.3874,7.5465,7.7394,7.2165,8.0322,6.1201,5.4161,5.0555,4.6532,4.9473,4.9917,6.9944,6.035,5.1628,6.396,6.7822,6.0426,5.7657,5.8453,4.3876,2.7341,3.5766,7.8871,7.1922,6.6906,5.5108,4.5739,4.9414,5.408,6.7212,4.8293,2.8783,3.524,7.505,8.0811,7.652,12.1672,10.3317,8.3165,7.0747,5.5569,4.314,4.111,4.5453,4.7124
"Albany","OR","Albany","Linn",1.5625,,,,,,0.6329,1.0383,0.6065,,0.8621,,,1.0416,,,,0.6494,1.261,1.553,0.7975,,,,,1.087,,,,,,,,1.4286,3.2727,2.0195,2.1104,2.1111,1.2063,1.8485,1.0606,1.6593,2.7421,2.2588,0.9674,3.2474,2.1538,3.097,4.8551,3.6705,2.6289,1.5915,3.1328,4.7537,5.9177,5.2395,4.3297,1.9577,1.1954,1.2905,1.5767,3.1907,4.1026,3.8832,4.2279,5.37,4.6503,4.4346,3.0486,5.5876,5.8162,5.3673,2.3784,1.3654,2.0194,2.4949,4.1563,3.9548,3.7128,4.1564,5.2603,4.3349,3.6689,3.5755,3.5488,4.8817,5.4063,6.5252,4.0582,2.5905,3.3435,3.5045,2.6753,1.4227,2.2203,3.3492,3.0584,3.023,3.025,3.3443,2.0489,1.3471,1.2931,1.4988,1.1887,1.9346,2.0751,2.9964,3.7009,2.5835,2.2535,1.5607,0.7403,1.1103,1.6282,1.8934,0.9427,0.9383,2.7333,1.7883,2.4675,2.4695,3.6971,3.4964,3.9268,4.3292,3.6691,2.9981,3.5831,4.7974,6.7068,9.006,6.4102,6.6252,10.8169,14.1953,13.2129,12.9762,8.8714,7.6767,8.3445,11.2725,10.9785,16.9405,16.8815,19.4194,14.8582,13.73,13.1153,15.4003,17.9721,18.9531,20.6736,20.1647,24.7818,24.6479,25.6297,22.9971,20.2731,23.2348,22.375,21.6022,21.8148,16.9597,11.3741,7.9945,10.1756,13.97,12.7899,19.3334,15.2778,21.5556,20.1746,14.6111,16.369,13.4487,13.1474,14.3846,15.3333,11.9167,18.3246,13.4017,12.3892,11.4729,10.6649,6.2604,4.7484,3.6322,3.5492
"Gardena","CA","Los Angeles","Los Angeles",38.5893,31.675,25.1756,18.791,20.7331,18.6223,19.5142,20.2043,21.2077,17.3246,18.6917,17.2599,17.4514,19.0105,19.5899,17.9996,14.82,11.3623,10.5256,12.4834,18.5095,16.355,14.5785,8.9328,13.3123,16.6877,19.3661,14.0331,7.9787,9.7078,12.1008,9.5718,11.7862,12.0636,8.1458,6.1459,13.4722,17.8274,13.4131,7.4706,4.9891,5.0671,8.0282,9.1366,5.7406,3.1351,6.1628,6.632,8.7968,5.9571,6.2157,6.0871,8.2784,8.7854,6.3953,5.2792,4.7033,5.2247,5.7242,5.2646,6.5633,3.5197,3.257,5.2022,4.2538,3.6503,3.6561,3.0038,3.9566,3.837,3.087,3.1044,1.6061,2.2696,2.7221,4.2095,3.1739,2.3651,2.7881,2.5107,1.2037,,2.1277,2.1743,2.1178,2.2568,2.9701,4.2909,2.3922,,1,,,,0.8334,,1.5321,,1.1422,2.9113,1.8939,1.7347,2.2294,1.3667,,,2.3256,1.6279,2.4834,,3.3929,4.7778,2.8016,2.5575,10.2978,11.8809,8.8589,7.1883,7.6484,11.2134,13.3928,,17.2827,21.3274,28.6096,28.9258,30.6746,22.788,26.7917,31.9722,43.7258,49.7645,49.6163,33.3876,31.941,38.4175,40.6954,37.7215,45.2513,44.3235,47.1818,37.25,25.4583,28.8772,34.1643,34.1954,35.2138,35.9943,29.8907,32.7622,33.5897,38.0241,31.4118,26.4812,30.6833,33.4791,37.5154,39.6469,39.5489,36.2645,30.293,29.5172,41.1898,31.5179,36.8514,39.2421,31.9409,32.3507,41.3068,46.2019,43.0983,39.7649,36.3403,38.7537,38.2715,29.8166,25.4505,30.4503,29.2129,30.4346,25.9099,18.6974,19.478,21.102,20.4194,15.611,11.5683,10.2184,11.9235
