"RegionName","State","Metro","CountyName","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09"
"Lynbrook","NY","New York","Nassau",,,,,,,,,,,4.1666,,,,3.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,3.8462,,,,,,,,,5.8824,5.8824,,7.2746,,,,,,9.0909,,,,,3.268,,,,3.125,,,,,,,3.8462,,,3.8462,,,,,,,,,,,,,,,,,,,,,,,,,4.8077,,,,,,,,,
"Gaston","SC","Columbia","Lexington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,4.6652,5.6004,6.2469,3.1228,6.1724,8.9778,5.3017,3.781,3.6956,9.0705,11.0353,13.1007,17.6042,16.0491,15.9896,16.329,10.9154,12.1476,14.574,13.971,12.3077,10.6079,16.4815,15.4062,13.6091,19.8889,14.748,15.2483,13.2418,18.8201,16.2232,15.1668,13.9097,9.567,9.0965,13.8092,20.0462,13.6458,14.6964,9.8125,6.3482,5.125,5.8482,8.125,6.6114,7.1884,12.6597,13.6136,16.9273,12.6461,13.3846,,20.0338,14.1711,10.2423,8.2226,8.4184,7.8649,7.3758,,,,17.6471,10.178,8.0834,19.3139,14.9142,19.2172,19.5833,14.5961,22.359,12.8205,8.3333,10.5208,,10.6227,26.546,20.2381,20,,,,,,,,,,,12.8205,6.8628,8.3824,4.1176,5.3362,,,,,,,,,16.6667,,14.1025,,20.1709,,29.1667,23.8971,21.25,25.1971,,29.0786
"West Mifflin","PA","Pittsburgh","Allegheny",,3.8462,,,,1.9231,,2.6603,,,,,,3.8462,,3.4266,,,1.7242,6.2069,7.8634,4.1923,,5.8823,,,6.9204,7.0588,5.6754,2.1787,2.4074,,2.7295,10.3453,6.8287,,,,,,1.8519,3.082,5.377,3.0357,3.3442,3.514,4.3007,4.7995,6.3701,14.1961,13.6539,8.5,2.75,3.984,7.677,4.7187,6.3408,3.3333,9.7619,8.2143,7.2917,,4.1895,4.0281,2.0574,,2.1739,9.214,8.4177,3.9744,,,,,,,,,,,2.2727,3.4428,3.9012,4.5333,2.419,7.9323,6.8518,7.0106,3.0556,3.5714,4.5278,6.0278,3.1667,3.2728,,,,11.8343,6.3348,,,,,,,,,,,3.3445,,,,,,,2.0833,3.9583,2.375,,4.1666,,4.375,6.9494,6.5436,5.6511,6.3701,7.1855,3.7464,,,2.5,7.6323,,,4.5249,5.8173,10.4842,8.0208,3.6012,3.2566,6.604,6.8255,7.4871,3.7275,10.3409,12.246,6.8449,8.6613,4.8276,7.9513,14.1176,18.7647,12.6316,10.6323,13.6912,17.9412,27.8289,,23.7762,23.7152,21.1391,10.1974,10.5733,11.7763,17.2697,13.7889,11.1016,9.9601,16.6512,15.9059,10.1093,3.4659,3.4596,4.2172,4.2761,10.3115,7.6389,3.375,3.0066,4.6199,8.9839,11.4583,8.75,3.625,3.25,,,
"Belton","SC","Anderson","Anderson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2727,3.514,8.278,10.5075,9.3353,9.7222,9.7222,8.5714,9.1917,7.8806,8.5283,6.9024,8.5338,11.9737,12.5982,18.2885,12.9086,9.7111,,18.1174,19.981,19.4125,14.9084,18.5119,17.0833,13.3333,12.619,10.974,11.8464,15.9289,12.2899,7.4167,10.1507,8.093,6.0388,16.5016,13.3134,10.8897,11.2657,9.2064,7.6588,7.8788,4.2532,,6.25,6.6478,9.3483,4.7995,4.8897,,18.5363,18.2001,,,,,,,,29.4118,17.0127,10.6618,3.5833,4.125,,17.9258,14.1711,,15.6726,7.2665,,5.5556,16.6176,31.5674,,,,9.0909,,9.0909,,,,,,,,,,,,,,,,,,,,,48.0769,,,,,28.5714,24.3698,25.4221,,,33.3333
"Monroe","CT","Stamford","Fairfield",,,,,,,,,,,,,,,,,,,,,,,,,,,1.4706,,,,,,,,,1.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9412,,,,,,,,,,3.3333,,,5,6.625,6.4653,5.8232,2.8922,,,3.5715,,,5.8823,4.1176,,,3.8462,8.2479,5.0427,,,,,,,,,,2.9412,,,,2.7778,,,2.3809,6.6667,8.2143,11.4429,6.2,5.4762,5.9048,5.881,8.9881,,,,,1.8519,,3.3334
"Wilsonville","OR","Portland","Clackamas",,,,,,,,,,,,,,,,,,,,,,1.1363,,,,,,,,,,,,,,1.6129,,,,,,,0.9091,,,,,3.2258,2.2581,,,,1.5625,,,,,,2.2727,,,,1.8519,,3.4968,2.0588,,,,,,3.2258,9.4009,5.9677,3.6135,,1.7232,,,1,,,,1.5625,,,,,1.282,1.8778,4.917,4.0734,1.9147,,,,,,1.4286,,,,,0.7693,,1.1399,1.6364,0.9727,,,,,,4.1666,2.9167,,,2,3.4833,4.8361,2.5695,,,,2.2727,,5.0297,4.472,7.3043,12.6242,,4.0134,,2.7778,5.0695,3.0208,6.8198,7.6891,8.8102,4.2532,12.2332,7.6087,13.7872,16.8922,25.2092,16.4377,13.8171,5.8824,9.8352,5.3846,9.4505,7.5,12.7164,15.75,17.5192,11.6752,,,4.5455,5.5481,9.3911,5.5027,5.2899,6.7451,6.866,3.268,7.6515,8.9394,12.105,10.0961,16.3736,23.8141,18.7981,10.5963,8.7377,4.5395,,4.1666,2.9167,8.3928,10.5555,6.0317,6.3542,3.2813,2.4701,,1.5692,,
"Willowbrook","CA","Los Angeles","Los Angeles",22.5045,21.9318,,16.7582,18.4874,25.2679,22.4851,14.6875,25.8712,34.7989,30.3122,26.9056,26.0931,40.0909,41.7143,36.0392,27.1195,28.8562,39,50.3714,41.7834,28.7798,20.4659,27.1056,22.2895,35.3226,19.6429,23.0173,31.3166,33.5567,36.933,30.1504,29.756,37.0738,50.0083,38.1207,34.5053,25.0324,27.2028,27.7822,27.9487,25.5238,29,30.6227,33.951,21.1888,,7.6923,,,,38.4615,31.5234,31.7692,22.3333,17.5614,,16.4643,21.5686,14.9537,18.1073,17.6797,20.9012,16.1325,24.0171,17.5,7.9166,8.75,7.75,9.8823,13.201,13.1536,14.7222,11.6667,5.4167,3.4239,7.7717,5.0272,10.9659,8.9952,9.8325,4.4737,3.9599,4.6079,5.0459,7.0187,3.8636,,,2.0833,4.0899,2.4671,2.9634,3.3736,1.9485,2.7295,,3.2838,,,,,,4,2.8,,2.2727,4.3687,2.6263,,2.9412,,,,,,,,,,,,,,,,,,,,58.3333,64.7436,73.8899,,,80,69.1403,73.5385,74.0065,65.5796,,53.7048,49.2503,43.5053,43.9909,61.5255,74.5588,67.0585,,51.049,54.2017,56.6667,45.6547,35.8013,33.6264,32.7404,41.2946,,52.5641,54.0464,52.0909,57.5,,61.5081,,60.2007,62.1391,56.2727,47.8788,41.3141,31.25,36.923,43.1448,48.3936,41.2255,37.0238,37.5,29.3571,,25.5944,27.2727,,47.7139,43.5623,40.0349,29.6304,,,
"Broadview Heights","OH","Cleveland","Cuyahoga",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.3514,,,,,,1.7242,,,,1.0204,,,,,,,,,,,,,0.9091,,,,1.9608,1.3726,,,,,,,0.6849,,,1.4286,,,,1.2195,,,,,,,,0.8334,,,,,,,,,0.8065,,,1.1363,1.6575,2.3332,1.2308,,1.087,,,,1.0204,,,1.5152,,,,,,,5.1021,3.5714,1.5306,3.5715,5.9483,5.758,8.6254,,13.7582,12.8028,6.2605,3.8481,3.125,3.875,4.1322,7.916,4.6906,11.7308,7,,,12.5,5.1471,6.4204,10,9.5847,8.8071,14.6654,14.0132,8.9818,3.0373,,,4.5249,4.6923,6.2575,6.6409,6.4661,3.0933,,,,2.5,,,15.3846,9.7951,4.3665,5.049,3.2459,7.2162,7.2085,5.9387,2.4733,5.4437,6.6667,3.7619,7,9.5572,9.4974,7.1481,6.8324,6.2831,6.9573,5.6328,5.2438,2.4671,14.6784,25.1068,21.6025,19.282,14.5555,9.8301,6.1065,3.6854,3.6836
"Truckee","CA","Truckee","Nevada",,0.9804,1.4006,2.0599,1.1003,1.2647,0.6195,0.7974,1.227,1.131,1.654,1.4024,2.5862,2.2589,1.666,1.1292,0.522,0.5596,0.6366,0.3684,0.4481,1.2961,0.8422,0.8546,,0.8023,,,,0.376,,0.516,0.7327,0.8749,0.4422,,,,,1.087,,1.3465,1.5207,0.8706,,,,,,,,,,,,,,,,,,,,0.6173,,0.8181,,0.5997,,0.523,,0.5787,,0.8623,,,,,0.3937,0.7518,1.1922,1.0582,0.5,1.4011,0.8974,,,,,,,,,0.5435,,,,,,0.9616,,0.9642,,,,,,,,,0.7693,,,,,0.9804,,1.6275,0.9333,,,,2.0408,3.0952,5.7789,7.1461,5.6467,5.6606,6.743,4.3953,2.9589,7.3711,6.8531,5.7143,7.1697,5.4803,5.7427,6.6603,9.1297,8.582,10.2316,14.2399,11.6776,13.707,13.5591,14.8144,17.3411,17.3959,14.0464,8.0825,7.7438,7.106,7.9477,13.647,13.2397,11.8573,9.3404,17.9988,21.0485,20.6062,16.2188,15.1056,10.3069,7.6999,7.1761,12.1056,13.9446,14.2212,16.8894,21.5625,21.1703,16.2764,12.384,11.3605,10.1572,10.971,11.2366,7.7276,5.413,4.543,5.6546,5.1996,7.8409,5.1109,3.4618,5.2761,4.5642,2.6512,3.1882
"Pelham","AL","Birmingham","Shelby",,,,,,,,,,2.5,1.75,,,,,,,0.9091,,,,,,,,,,,,,,,,,,,,1.0416,2.099,2.313,1.7499,2.1092,1.1418,0.9429,,,1.4706,,,,1.5625,,,0.8621,,,,,,,,,,,,,,,,,,,,,,,,,0.8334,1.25,0.7167,,,,2,,,1.2195,2.4409,1.477,,,,,1.6667,2.2083,2.6577,3.1643,1.7249,,,0.7463,1.7724,2.1627,4.0609,2.378,2.1019,2.1357,3.7633,3.6971,1.8438,1.9839,,,5.3571,3.75,3.0777,5.0835,5.9106,6.3917,5.5038,2.6667,5.4762,8.3333,6.2444,3.7031,5.64,3.4281,6.6615,8.1618,11.362,11.7594,25.2692,28.8287,20.0766,7.4242,7.1681,9.1176,8.1219,3.5,2.246,5.6597,3.6979,2.6883,3.1702,4.9167,7.2861,15.0824,17.0362,11.2609,7.0497,3.1552,7.3891,10.3985,29.3865,23.8673,,,20.8874,16.005,12.2988,20.8654,17.6918,14.6944,12.7559,22.1667,23.807,27.6808,28.736,22.6018,12.5742,13.8675,21.8498,22.8846,17.0997,19.5698,17.0731,12.5219,8.7365,11.837,15.6087,24.5275,28.1006,20.0359,17.9699,14.9892,13.7372,12.3956,13.12
"Nevada City","CA","Truckee","Nevada",,,1.9231,,2.3626,4.8214,3.0357,2.6339,2.3438,2.5633,2.8415,1.4949,,,1.8519,,2.2222,,4.3461,2.6923,,,3.8462,2.6923,,1.5152,3.3334,6.733,3.9631,,1.3514,,2.5793,2.8731,2.8481,2.7956,3.7084,2.0455,3.4596,,,1.4706,,1.7925,,,,,,,,,,2.9412,3.0792,1.5966,2.158,7.0655,4.594,,,,,,,,,,,3.6586,2.561,2.5682,3.1128,1.8995,,,1.0204,,,,,,,1.7242,,,1.6129,2.9809,1.7802,,,1.5152,,,,,,,,,,,,,,4.5454,5.8134,3.2058,,5.1282,,,,,2.1739,,,6.25,9.6381,5.5592,,,20,,,,,7.1429,14.375,11.6466,12.0142,13.5747,16.6184,32.0047,,46.2722,23.2062,13.7709,23.0911,20.8877,14.3824,18.2037,20.0901,27.9034,39.3406,40.2972,35.6119,28.1285,22.4725,20.2381,18.6807,27.3583,22.8743,27.3712,26.8929,22.6957,25.0544,38.2609,40.8152,33.9583,28.9583,36.8769,34.2427,33.3119,29.8958,41.3143,36.0815,34.9216,21.9085,26.683,26.4167,33.5652,27.123,21.7346,20.5572,27.2971,30.8432,26.7669,22.6535,20.5059,25.9144,20.8708,23.7953,27.8349,20.5107,14.6075,11.8091,12.5144,8.1818
"Elmwood Park","NJ","New York","Bergen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8519,4.6296,5.8301,3.0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8519,,,,,,,,,,,,,,,1.3514,,,,,1.9231,,,,,,3.3333,,,,,,,,,,,,,,,3.5715,,,,,,,,3.9216,5.9048,6.3239,6.5674,5.4167,7.2631,,,4.2017,,14.4689,,,3.268,4.7223,9.4444,10.0454,18.8182,,6.2937,,,13.3333,,10.0699,7.8001,3.7774,,,,,7.1429,,,,,,,,,,,,,,7.1429,5,,,,,,
"Darby Township","PA","Philadelphia","Delaware",,,,,,,,1.3514,,,2.1739,,,,1.8519,,2.9365,,,,,,,,2.3809,,,,,3.8462,6.5385,5.5128,3.883,4.624,2.59,,,,,1.7857,3.3333,3.607,4.7843,2.6051,,1.6667,3.9445,5.8928,3.2471,2.8863,5.1424,4.3117,1.8985,,1.2195,,,2.8571,3.7242,2.99,1.1654,,1.7242,6.5641,4.2672,2.9585,3.3849,2.1127,,,2.0833,2.8869,1.625,3.2857,3.2195,5.1199,3.7138,4.3274,5.3052,5.0117,5.3524,6.0333,5.7757,4.419,4.4743,6.3407,7.5286,8.9613,12.5196,10.4786,6.6816,5.4923,4.4484,8.6457,9.329,7.8338,8.1443,9.1347,11.597,9.1161,10.0482,7.4808,4.3937,3.3622,7.7952,13.6357,12.3096,12.3351,5.971,7.5555,6.9501,6.1905,7.2362,7.1959,5.8756,10.3664,9.2819,5.8225,4.2739,5.7956,7.1704,3.8034,6.417,6.0098,4.9926,8.6143,10.5595,7.6731,8.2165,4.2611,6.1244,5.3557,5.6632,,5.3307,4.7247,17.3112,17.6739,11.528,11.8684,8.7296,5.947,2.1402,5.1705,5.8134,15.7058,11.5395,10.15,5.7666,2.6667,1.8889,3.9134,4.9755,6.4785,8.2757,3.4872,4.8462,,10.3221,9.1,7.484,8.6045,10.8717,17.065,17.3451,12.5641,8.5714,6.2855,22.1443,22.5844,15.9504,9.115,6.9294,8.8145,8.0522,13.4485,14.7772,7.8571,,2.2727,6.3528,11.7075,12.6955,10.7732,8.9749,,5.7692,,
"Healdsburg","CA","Santa Rosa","Sonoma",,,,2.7778,,4.8333,2.8,,,,1.9231,,,,,,,1.5152,,,2.2727,,,,,3.8462,2.6923,,,,,,,,,,,3.8462,2.6923,,,,,,,2.5,,,,,1.8519,,,,,,,,,1.5625,,,,1.3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3333,,,,,,,,,,3.8462,7.0402,4.1973,,,,,,,,,,,,,,6.9204,,,23.0769,19.7324,,8.8211,,,22.2222,,13.6752,7.6712,6.3957,7.5224,6.7708,7.724,11.6241,,,,9.0909,17.318,17.1328,16.7409,21.1674,14.4796,14.2778,,20.3297,14.4258,12.7976,14.1369,7.7083,,,9.5238,7.8432,18.7619,19,13.9167,19.0556,,12.8205,7.6331,6.0228,7.5011,8.4168,13.586,10.6092,7.0589,5.2511,10.0337,11.0185,7.8961,3.0217,7.795,6.8518,10.1058,8.9259,9.5926,8.1826,6.0834,4.8025
"Town of Groton","CT","New London","New London",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.7242,,,,,,,,2.0833,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3809,,,,,,,,,,,,,,,,,,,,,3.3333,,14.3334,12.4583,5.4739,,,,,3.268,5.0879,3.6818,3.29,1.5294,,2,,,,,,17.7515,,5.3254,4.1414,,9.9242,,15.2227,,3.6437,,5.1282,,9.3334,10.3788,5.6818,,,3.125,4.9653,7.4274,10.6818,9.6017,,25.317,12.6697,7.5566,5,4.6654,4.8671,
"Mountlake Terrace","WA","Seattle","Snohomish",1.8519,2.7669,2.6266,3.2111,1.7411,1.8027,,,,,,,,,2.439,3.1779,3.0769,3.2141,2.8538,1.3695,,,,,,,,,,,1.7857,,,1.6667,2.5556,1.4722,,1.7242,,,0.926,,1.7063,,2.7013,,5.4437,3.3333,,4.2857,4.6129,5.1925,2.4283,3.2723,4.1463,3.7904,1.6776,,1.5152,2.3427,4.6853,7.4055,5.3017,4.2944,2.8278,3.4798,2.7698,1.3246,2.7135,4.1129,2.4194,,,,1.0204,2.3016,3.2029,2.6696,1.9537,0.8133,1.1201,2.5858,4.5816,4.821,7.0916,6.9637,4.8433,5.0217,4.2417,4.4121,2.881,1.2362,,,,,,,2.5,3.7108,4.2965,2.9433,3.1223,2.4328,1.1695,,1.3514,,,2,2.4204,3.4882,1.8279,1.6726,1.6758,2.2292,1.1635,2.1607,,,,3.3333,2.3333,,,2.7027,3.407,5.3197,7.2162,4.078,,,,2.9412,5.1838,5.4508,5.049,12.4643,11.9167,7.7024,10,10.7857,17.75,16.5666,,,10,9.7199,4.8333,,,22.2222,20.1797,19.2708,21.697,29.9804,39.0802,33.7032,42.4913,45.6731,42.0879,29.304,23.75,21.6666,23.6713,26.4918,29.132,33.3903,33.1351,,21.1975,22.1925,19.4773,19.8763,14.1163,17.7398,14.9368,10.5762,9.2819,14.7177,8.6071,14.1111,15.3535,11.7614,4.4602,4.0625,13.5511,8.8921,8.171
"Hopewell Township","NJ","Trenton","Mercer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8197,,,,,,2,,,1.25,,1.7639,,,1.6667,3.1667,1.9,,,,,,1.4286,,,,,,,3.9216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5152,,,,,,,,,,,,,
"Norton","MA","Providence","Bristol",,5,3.5,,,1.087,,4.4927,4.1667,2.125,,,,2.3809,,,1.25,,1.5114,,,,1.3514,,,,4.3479,3.0435,,,,,,,,,,,2.2727,3.2576,1.8485,,2.6316,1.8421,,2.2727,,,,,,,,,,,3.4483,2.4138,,,,,,,,,1.0638,,,,1.2195,,,,,,,0.9804,,,,2.1739,1.5217,,,,1.282,,,,,,,,,,,,,,,,,1.0416,,2.2356,2.9591,3.4301,6.3783,5.6503,4.1311,1.5555,,1.4706,2.4183,4.7468,2.75,2.7857,3.75,2.2857,5.2954,5.8134,3.2058,3.9145,4.8191,11.4003,10.3954,7.864,7.3637,3.8768,10.3953,6.3636,9.8701,12.6923,13.5275,10.8555,11.74,12.7986,10.7897,4.8378,8.6236,5.1852,2.2222,7.1429,9.1666,8.0007,10.8088,11.4379,8.4127,7.6812,6.3254,5.0833,6.3166,6.6417,,3.3333,,7.9487,6.8916,5.8088,2.6324,4.5961,2.6923,,,1.8519,,2.1685,4.0702,2.5427,,3.3333,4.5072,2.5217,3.43,4.9748,7.9545,10.6591,12.8194,18.0998,20.7522,18.4091,12.4643,9.7375,9.3593,4.8209,4.5884,6.1349,9.2562
"Hazelwood","MO","St. Louis","Saint Louis",,,,,,,0.8475,1.909,1.1753,4.7426,3.0435,,,5,3.5,6.2619,3.3333,2.7106,,3.9561,3.587,1.8323,2.5,3.2459,1.8591,,5.7692,5.258,2.5844,1.7172,,6.6554,6.2981,4.8878,3.7436,1.9,,3.5715,10.1923,8.1802,5.5979,1.9756,,2.8302,3.4517,1.8785,2.2269,,2.4588,6.6093,11.6685,12.8247,10.5187,9.4947,10.0087,6.3223,2.3825,1.5166,5,6.8453,6.131,2.7381,3.8393,2.1875,3.3765,3.5591,4.5921,3.5132,4.2148,6.2232,6.4692,6.4355,6.341,7.5736,5.174,7.2465,9.1469,8.1255,6.0407,6.3259,6.1286,6.7732,7.3475,6.9812,9.4615,11.4558,7.2459,5.865,3.6155,4.2349,3.6483,2.6257,3.048,6.0072,6.7807,5.7141,6.3392,3.359,4.0384,3.1303,2.536,1.7648,2.8732,4.6705,4.6353,3.5282,4.0385,6.4348,8.5866,8.8303,14.8334,15.3323,14.1193,14.7354,14.1599,16.2754,19.2278,10.3453,8.7988,13.4127,18.8596,20.2256,28.5789,21.4503,17.1075,17.9888,24.2496,24.5715,26.2915,23.2589,30.4615,25.2851,36.9457,56.8137,44.9314,35.1444,36.0943,38.8203,36.218,35.0526,29.3368,22.1333,11.8143,23.2143,22.381,29.1947,26.3914,24.2406,26.0702,24.6304,20.442,27.5153,33.2519,31.3597,29.8537,28.8382,30.8007,29.7222,33.1433,31.7673,43.8204,39.8654,37.1446,35.6275,48.2571,41.5555,50.2692,43.7804,34.1501,30.7392,28.5746,30.8772,28.114,34.0202,36.8581,30.2618,28.3319,25.8502,29.6149,30.5047,32.9599,41.6806,38.0769,27.5285,20.1878,17.2059,21.2296,17.4194,13.9395
"Morrison","CO","Denver","Jefferson",,,,,,,,,,,,,,,,,,,1.25,,,1.6667,,1.5416,,,,,,,,,,,,,,,,,,,,,,,,,,2.8571,3.6667,2.0238,,,,,,,,,1.4706,,,,1.4286,,,1.1111,,,,,2.3809,7.2222,4.6032,,1.3158,,,,5.9524,6.7983,5.4135,3.4284,3.431,5.4665,3.1695,4.2361,6.3541,4.7801,5.5567,4.9664,6.9348,4.8446,11.4933,9.1841,4.4034,5.6818,5.7728,7.6364,10.2739,5.8508,5.6731,5.4821,5.125,6.9083,12.5515,7.4823,6.1801,13.8637,13.8647,14.9357,10.0905,7.2785,5.684,11.1667,11.6905,9.0303,7.6212,15.2475,30.7055,34.0865,23.3661,27.9351,22.9458,19.8787,22.2238,18.5139,16.2052,16.3505,22.0047,19.9554,19.5263,24.753,25.1329,26.5699,19.8791,10.4013,6.7491,16.4827,20.8283,15.411,11.5604,22.5302,25.379,20.9866,20.1364,22.1157,21.7204,18.9048,18.8333,25.2895,25.1637,27.2205,17.4736,20.4374,32.3622,31.8125,35.3125,31.6389,31.1068,21.7541,16.2063,16.4336,15.6139,19.2274,14.0229,19.9903,20.8761,16.7222,16.8889,15.8095,16.9743,15.8323,15.6553,7.6667,9.8333,7.75,11.5472,11.7473,8.3475,8.0113,9.8944,10.1147,7.6492,7.4222,7.2989,9.1554,8.1886
"Bloomington","CA","Riverside","San Bernardino",41.4079,,50.641,58.3754,49.1111,41.8623,46.887,50.1341,58.5919,52.431,48.1442,48.9575,47.5183,38.2651,36.1547,32.5327,30.8442,29.488,51.277,58.936,46.6093,34.838,37.3846,35.1317,43.652,48.0643,52.9412,43.4167,36.1667,22.8967,21.4402,25.7411,31.0359,26.282,20.3333,20.3718,17.0987,14.2768,16.6764,26.7634,23.1487,22.1073,29.7521,23.5614,13.7319,15.1594,14.1642,15.4831,18.6111,14.1239,8.8828,16.7902,17.81,14.5952,5.9456,9.9291,16.5476,16.5218,13.3351,8.1182,15.7576,22.7652,16.9295,11.6923,9.8262,7.3934,3.1426,4.0152,11.029,7.087,5.942,4.7723,8.4766,7.4018,6.3001,3.7855,2.7695,1.1594,3.0844,1.9091,2.2071,2.3236,3.2857,1.7516,,,2.6316,8.0921,5.1645,,,,,,,,,,1.9231,,1.859,,,1.3514,,,,4.7619,7.5,4.3452,,,,,,,,,,,,,,,,90.9091,86.4527,85.6602,77.1154,87.0879,92.2596,95.4316,92.1327,81.3158,79.0461,85.926,89.5723,86.1914,83.2057,79.3315,77.2129,76.1373,65.8064,62.6627,63.9394,57.8788,50.2273,54.6591,53.6932,47.9276,59.7369,53.6184,45.9869,50.3158,46.4445,47.6111,56.6667,51.6667,45.636,30.0778,,40.0933,48.6275,57.8334,50.8333,45.875,37.102,49.9681,52.3839,54.7059,43.4167,39.3611,40.4861,37.8125,,25.4438,23.0769,,14.3752,14.6482,18.1243,25.4934,26.5954,28.1434,20.7108,23.3641,,13.9194,11.2745
"Greenfield","CA","Salinas","Monterey",,,,,,,,,,,,7.3529,,,,,,,,,,,,,,,,,,,,9.0909,,,,9.0909,,,,,,,5.5556,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,4.5455,,,,,,,,,,,,1.7857,,,,,,,,,,,,,,,,,,,,,3.8462,,,,,,4.5249,5.6335,14.3238,,,54.5455,,,,,,70.5882,65.2648,77.5813,84.2308,82.3252,81.8776,88.6657,92.1629,92.6259,91.2843,79.8417,83.7878,85.2672,81.1991,76.5441,66.9666,63.9908,,80.7033,77.7778,76.2302,80,75.9612,69.4508,65.5818,61.6225,59.3333,65.8333,73.7023,72.2808,71.0537,63.8725,65.5059,78.267,72.1307,58.5494,43.3862,36.1935,52.3774,64.0022,57.2996,53.0953,36.7754,,54.0793,,24.9417,48.2709,50.5314,45.2447,41.0789,,,,,,18.1818,,,,,15.3846,11.2368,
